id,first_name,last_name,image,gender,race,party,is_incumbent,is_running,is_appointed,won_primary,election,first_year_elected,last_year_elected,percent_vote,notes
6362,Jon,David,,M,C,26,Yes,Not Sure,No,,NC - District 13 - 2018,,2014,,
6353,Ben,David,,M,C,10,Yes,Not Sure,No,,NC - District 5 - 2018,,2014,,
7109,Danny Buck,Davidson,,M,C,26,Yes,Not Sure,No,,TX - Panola - 2018,,2014,,
6761,James,Davies,,M,C,10,Yes,Yes,No,U,SD - Hanson - 2016,,2012,,
7803,Durwood,Davis,,M,C,26,No,Yes,No,,GA - Toombs - 2016,,,,
7792,Durwood,Davis,,M,C,26,No,Yes,No,,GA - Toombs - 2016,,,,
7426,James W.,Davis,,M,C,10,Yes,Yes,No,U,WV - Hancock - 2016,,2012,,
7362,Derek,Davis,,M,C,19,Yes,Not Sure,No,,VA - Surry - 2019,,2015,,
4333,Kenneth,Davis,,M,C,10,Yes,Yes,No,Yes,AL - 26th Circuit - 2016,1983,2010,,
7490,Ted,Davitian,,M,C,26,Yes,Yes,No,U,WV - Wirt - 2016,,2012,,
4798,Molly Wilson,Dearing,,F,C,26,No,Yes,No,U,IL - Saline - 2016,,,,
5378,Donovan,Dearstyne,,M,C,19,Yes,Not Sure,No,,MN - Hubbard - 2018,,2014,,
6705,Krista,Deats,,F,C,26,Yes,Not Sure,No,,PA - Tioga - 2019,,2015,,
6770,Manny,de Castro,,M,H,26,Yes,Yes,Yes,U,SD - Lake - 2016,2015,,,
7556,Joel,Dececco,,M,C,10,Yes,No,No,,WI - Sheboygan - 2016,,2012,,
7455,Perri Jo,Dechristopher,,F,Not Sure,10,No,Yes,No,Yes,WV - Monongalia - 2016,,,,
5514,Jules,Decoster,,M,C,10,Yes,Not Sure,No,,MO - Lewis - 2018,,2014,,
6873,Shane,Deel,,M,C,26,Yes,Yes,Not Sure,U,TX - Callahan - 2016,,2012,,
4384,Thomas,Deen,,M,C,19,Yes,Not Sure,No,,AR - 10th District - 2018,,2014,,"May is final election for prosecutors in AR, not November"
7056,William Roy,DeFriend,,M,C,26,Yes,Yes,Not Sure,U,TX - Limestone - 2016,,,,
7164,Jacques,De La Mota,,M,Not Sure,10,No,Yes,No,No,TX - 63rd Judicial District - 2016,,,,
6356,Matthew,Delbridge,,M,C,26,Yes,Not Sure,No,,NC - District 8 - 2018,,2014,,
5236,Brian,DeLeonardo,,M,C,26,Yes,Not Sure,No,,MD - Carroll - 2018,,2014,,
7624,Catie Wilkes,Delligatti,,F,C,26,No,Yes,No,Yes,WV - Berkeley - 2016,,,,
7797,Michael,Dennard,,M,Not Sure,10,No,Yes,No,U,GA - Middle - 2016,,,,
7786,Michael,Dennard,,M,AA,10,No,Yes,No,U,GA - Middle - 2016,,,,
7364,Michael Lee,Dennis,,M,A,10,Yes,Not Sure,No,,VA - Tazewell - 2019,,2015,,
6887,Christopher,Dennis,,M,C,26,Yes,Yes,No,Yes,TX - 286th Judicial District - 2016,,2012,,
6840,Steven,Denny,,M,C,26,No,Yes,No,No,TX - 47th Judicial District - 2016,,,,
5193,John,DeRosier,,M,C,10,Yes,Not Sure,No,,LA - 14th District - 2020,,2014,,
7625,Lee,Deschamps,,M,C,10,No,Yes,No,U,NM - District 7 - 2016,,,,
5608,Kimberly,Deschene,,F,C,26,Yes,Not Sure,No,,MT - Meagher - 2018,,2014,,
4502,Sean,Desmond,,M,C,10,No,Yes,No,No,FL - 2nd Circuit - 2016,,,,
6488,Joseph,Deters,,M,C,26,Yes,Yes,No,U,OH - Hamilton - 2016,,2012,,
6553,Derek,Devine,,M,C,19,Yes,Yes,No,U,OH - Seneca - 2016,,2012,,
4714,James,Devine,,M,C,26,Yes,Yes,No,U,IL - Iroquois - 2016,,,,
5024,Darrin,Devinney,,M,C,26,Yes,Yes,No,U,KS - Butler - 2016,,,,
5746,Thomas,Dewhurst III,,M,C,26,Yes,No,No,,NH - Carroll - 2016,,2014,,
6607,Everett,Dial,,M,C,19,Yes,Yes,No,Yes,OR - Curry - 2016,,2012,,Oregon nonpartisan DA elections are final in the May primary
7199,Shawn,Dick,,M,C,26,No,Yes,No,Yes,TX - 26th Judicial District - 2016,,,,
6847,Jennifer,Dick,,F,C,26,No,Yes,No,Yes,TX - 50th Judicial District - 2016,,,,
5727,Candace,Dick,,F,C,26,Yes,Not Sure,No,,NE - York - 2018,2012,2014,,
5764,James A.,Dickens,,M,C,10,No,Yes,No,No,NM - District 3 - 2016,,,,
7626,Jon W.,Dill,,M,C,26,No,Yes,No,No,SD - Butte - 2016,,,,
4968,Tiim,Dille,,M,C,26,Yes,Not Sure,No,,IA - Jefferson - 2018,,2014,,
5219,Bridget,Dinvaut,,F,AA,10,Yes,Not Sure,No,,LA - 40th District - 2020,2014,2014,,"took first in three person race so made it to runoff. Opponent withdrew due to brain cancer, so elected unopposed"
7245,Douglas,DiSabito,,M,C,39,Yes,Not Sure,No,,VT - Grand Isle - 2018,,2014,,
4385,Robert,Dittrich,,M,C,19,Yes,Not Sure,No,,AR - 11th District East - 2018,,2014,,"May is final election for prosecutors in AR, not November"
4336,Hallie,Dixon,,F,C,26,Yes,No,No,U,AL - 28th Circuit - 2016,2011,2010,,http://blog.al.com/live/2013/06/fired_employee_sues_baldwin_di.html
5518,Bill,Dobbs,,M,C,26,Yes,Not Sure,No,,MO - McDonald - 2018,,2014,,
6570,Paul,Dobson,,M,C,26,Yes,Yes,No,U,OH - Wood - 2016,,2012,,
7743,Derek,Dominguez,,M,H,26,No,Yes,No,No,WI - Vilas - 2016,,,,
5175,Laura,Donnell,,F,C,26,Yes,Not Sure,No,,KY - 53rd Circuit - 2018,,2012,,
4735,Karen,Donnelly,,F,C,26,No,Yes,No,Yes,IL - LaSalle - 2016,,,,
7287,Vince S.,Donoghue,,M,AA,26,Yes,Not Sure,No,,VA - Essex - 2019,,2015,,
7242,Thomas,Donovan,,M,C,39,Yes,Not Sure,No,,VT - Chittenden - 2018,,2014,,
4574,Dick,Donovan,,M,C,26,Yes,Not Sure,No,,GA - Paulding - 2018,2011,2014,,
6309,Sandra,Doorley,,F,C,26,Yes,Not Sure,No,,NY - Monroe - 2019,2011,2015,,First female DA elected in Monroe County history
7395,Michael,Dorcy,,M,C,26,Yes,Not Sure,No,,WA - Mason - 2018,,2014,,
6981,Carl,Dorrough,,M,C,26,Yes,Not Sure,No,,TX - Gregg - 2018,,2014,,http://petersoncatefordistrictattorney.com/
7878,Michael,Doucette,,M,C,10,Yes,Not Sure,No,,VA - Lynchburg City - 2017,,,,
6677,Patrick,Dougherty,,M,C,39,Yes,Not Sure,No,,PA - Indiana - 2019,,2015,,
4790,Diana,Douglas,,F,C,10,No,Yes,No,No,IL - Pulaski - 2016,,,,
4604,Jack,Douglas,,M,C,26,Yes,Yes,No,U,ID - Boundary - 2016,,2012,,
7802,William,Doupe,,M,C,10,No,Yes,No,,GA - Toombs - 2016,,,,
7791,William,Doupe,,M,C,10,No,Yes,No,,GA - Toombs - 2016,,,,
4588,William,Doupe,,M,C,10,No,No,No,,GA - Towaliga - 2016,,,,
4440,Dan,Dow,,M,C,19,Yes,Not Sure,No,,CA - San Luis Obispo - 2018,2014,2014,,
7308,Melissa,Dowd,,F,C,19,Yes,Not Sure,No,,VA - Highland - 2019,,2015,,
7477,Josh,Downey,,M,C,26,Yes,Yes,No,U,WV - Roane - 2016,,2012,,
4742,Michael,Downey,,M,C,26,No,Yes,No,No,IL - Lee - 2016,,,,
4814,Andrew,Doyle,,M,C,26,No,Yes,No,U,IL - Warren - 2016,,,,
5042,Thomas,Drees,,M,C,10,Yes,Yes,No,U,KS - Ellis - 2016,,,,Drees opposed Kansas SOS Kobach's new powers to prosecute alleged voter fraud http://www.vice.com/en_ca/read/kansas-right-wing-elections-official-kris-kobach-is-about-to-start-prosecuting-voters-526
4699,Jason,Drew,,M,C,10,No,Yes,No,No,IL - Franklin - 2016,,,,
7514,Douglas,Drexler,,M,C,26,Yes,Yes,No,U,WI - Florence - 2016,,2012,,
5627,Pat,Dringman,,M,C,26,Yes,Not Sure,No,,MT - Sweet Grass - 2018,,2014,,
4882,Jeffrey,Drinski,,M,C,26,Yes,Not Sure,No,,IN - Newton - 2018,,2014,,
4442,Joyce,Dudley,,F,C,19,Yes,Not Sure,No,,CA - Santa Barbara - 2018,2010,2014,,
7293,Allen W.,"Dudley, Jr.",,M,C,19,Yes,Not Sure,No,,VA - Franklin - 2019,,2015,,
4296,D. Jeremy,Duerr,,M,C,10,No,Yes,No,U,AL - 5th Circuit - 2016,,,,
6415,Tonya,Duffy,,F,C,19,Yes,Not Sure,No,,ND - LaMoure - 2018,2015,2014,,
5195,Bofill,Duhe,,M,C,26,Yes,Not Sure,No,,LA - 16th District - 2020,,2014,,
4437,Bonnie,Dumanis,,F,C,19,Yes,Not Sure,No,,CA - San Diego - 2018,2002,2014,,
6812,Bryant,Dunaway,,M,C,26,Yes,Not Sure,No,,TN - District 13 - 2022,,2014,,"August is final election for TN District Attorneys, not November"
6582,Rex,Duncan,,M,C,26,Yes,Not Sure,No,,OK - District 10 - 2018,2010,2014,,Hiatus 2011-2012 for military service http://www.newson6.com/story/18438710/rex-duncan-back-as-district-attorney-of-osage-and-pawnee-counties
7582,Heather,Duncan-Malone,,F,C,10,Yes,Not Sure,No,,WY - Natrona - 2018,,,,
5529,Dustin,Dunklee,,M,C,10,Yes,Not Sure,No,,MO - Morgan - 2018,2011,2014,,
6803,James,Dunn,,M,C,26,Yes,Not Sure,No,,TN - District 4 - 2022,2006,2014,,"August is final election for TN District Attorneys, not November"
4959,Richard,Dunn,,M,C,26,Yes,Not Sure,No,,IA - Hardin - 2018,,2014,,
4622,Robin,Dunn,,M,C,26,Yes,No,No,No,ID - Jefferson - 2016,,2012,,"An election was held in 2015 to recall Robin Dunn: https://ballotpedia.org/Robin_Dunn_recall,_Jefferson_County,_Idaho_(2015)"
5297,Stuart,Dunnings III,,M,AA,10,Yes,No,No,,MI - Ingham - 2016,1997,2012,,"Charged with pandering and misdemeanors, resigned; http://www.lansingstatejournal.com/story/news/local/2016/03/29/ingham-county-prosecutor-stuart-dunnings-iii-resign/82378892/"
7531,Don,Dunphy,,M,C,26,Yes,No,No,,WI - Lincoln - 2016,,2012,,
5122,Mark,Dupree,,M,AA,10,No,Yes,No,Yes,KS - Wyandotte - 2016,,,,http://www.pitch.com/FastPitch/archives/2016/01/06/mark-dupree-files-to-run-for-wyandotte-county-district-attorney-a-seat-currently-held-by-jerry-gorman
4532,Tom,Durden,,M,C,10,Yes,Not Sure,No,,GA - Atlantic - 2018,1999,2014,,
4376,Matt,Durrett,,M,C,19,Yes,Not Sure,No,,AR - 4th District - 2018,,,,"May is final election for prosecutors in AR, not November"
4402,Karen ,Dustman,,F,C,19,Yes,Not Sure,No,,CA - Alpine - 2018,,2014,,
7138,J. Kevin,Dutton,,M,C,10,Yes,Yes,No,Yes,TX - 1st Judicial District - 2016,,2012,,
7198,Jana,Duty,,F,C,26,Yes,Yes,No,No,TX - 26th Judicial District - 2016,,2012,,http://kxan.com/2015/12/03/williamson-co-district-attorney-facing-possible-disciplinary-action-by-state-bar/
7103,Barrett,Dye,,M,Not Sure,40,Yes,No,Yes,,TX - Ochiltree - 2016,,,,
4702,Douglas,Dyhrkopp,,M,C,10,No,Yes,No,Yes,IL - Gallatin - 2016,,,,
6645,Alicia Kay,Eagan,,F,C,19,No,Yes,No,No,OR - Yamhill - 2016,,,,
5264,Joseph,"Early, Jr.",,M,C,10,Yes,Not Sure,No,,MA - Worcester (Middle) - 2018,2006,2014,,
4573,T. Craig,Earnest,,M,C,10,Yes,Yes,No,U,GA - Pataula - 2016,2009,2012,,
5644,Shawn,Eatherton,,M,C,26,Yes,Not Sure,No,,NE - Buffalo - 2018,2003,2014,,
4856,Brent,Eaton,,M,C,26,Yes,Not Sure,No,,IN - Hancock - 2018,,2014,,
7321,Paul,Ebert,,M,C,10,Yes,Not Sure,No,,VA - Manassas - Manassas Park - Prince William - 2019,1968,2015,,
6408,Elizabeth,Ebert,,F,C,19,Yes,Not Sure,Yes,,ND - Golden Valley - 2018,2015,,,
6363,Roger,Echols,,M,AA,10,Yes,Not Sure,No,,NC - District 14 - 2018,,2014,,
5379,Jeffrey,Edblad,,M,C,19,Yes,Not Sure,No,,MN - Isanti - 2018,,2014,,
4498,William,Eddins,,M,C,26,Yes,Yes,No,U,FL - 1st Circuit - 2016,2005,2012,,
4808,Tyler,Edmonds,,M,C,10,Yes,Yes,No,U,IL - Union - 2016,2009,2012,,
5715,J. Adam,Edmund,,M,C,26,Yes,Not Sure,No,,NE - Sioux - 2018,,2014,,
7627,Doug,Edwards,,M,C,19,No,Yes,No,U,MI - Houghton - 2016,1989,2004,,http://www.mininggazette.com/page/content.detail/id/546818/Edwards-running-for-Houghton-Cty--prosecutor.html?nav=5006
6710,Janine,Edwards,,F,C,26,Yes,Not Sure,No,,PA - Wayne - 2019,2012,2015,,
6349,Seth,Edwards,,M,C,10,Yes,Not Sure,No,,NC - District 2 - 2018,,2014,,
4545,Greg,Edwards,,M,AA,10,Yes,Yes,No,U,GA - Dougherty - 2016,2009,2012,,
6807,Jarred,Effler,,M,C,19,Yes,Not Sure,No,,TN - District 8 - 2022,,2014,,"August is final election for TN District Attorneys, not November"
5633,Ronald,Efta,,M,C,10,Yes,Not Sure,No,,MT - Wibaux - 2018,,2014,,
5718,Tad,Eickman,,M,C,10,Yes,Not Sure,No,,NE - Saline - 2018,,2014,,
7159,James,Eidsen,,M,C,26,Yes,No,No,,TX - Taylor - 2016,,2014,,
7221,Jared,Eldridge,,M,C,26,Yes,Not Sure,No,,UT - Juab - 2018,,2014,,
6418,Terry,Elhard,,M,C,19,Yes,Not Sure,No,,ND - McIntosh - 2018,,2014,,
4374,Scott,Ellington,,M,C,19,Yes,Not Sure,No,,AR - 2nd District - 2018,2010,2014,,"May is final election for prosecutors in AR, not November"
7762,Jill,Elliott,,F,C,26,No,Yes,No,,KS - Graham - 2016,,,,
5512,Kristin,Ellis,,F,C,10,Yes,Not Sure,No,,MO - Lafayette - 2018,,2014,,
7628,Jason,Elmore,x,M,C,26,No,Yes,No,Yes,MI - Wexford - 2016,,,,
5712,Wendy,Elston,,F,C,26,Yes,Not Sure,No,,NE - Seward - 2018,,2014,,
5640,Jim,"Ely, Jr.",,M,C,10,Yes,Not Sure,No,,NE - Boone - 2018,,2014,,
4878,Bruce Carter,Embrey,,M,C,26,Yes,Not Sure,No,,IN - Miami - 2018,,2014,,
4639,Doug,Emery,,M,C,26,Yes,Yes,No,Yes,ID - Owyhee - 2016,,2012,,
6423,Wade,Enget,,M,C,19,Yes,Not Sure,No,,ND - Mountrail - 2018,,2014,,
6658,Jean,Engler,,F,C,10,Yes,Not Sure,No,,PA - Carbon - 2019,,2015,,
7629,Thomas,English,,M,C,10,No,Yes,No,No,MI - Ingham - 2016,,,,
7123,Laurie K.,English,,F,C,26,Yes,Yes,No,Yes,TX - 112th Judicial District - 2016,,2012,,
6920,Jim,English,,M,C,26,Yes,Not Sure,No,,TX - Deaf Smith - 2018,,2014,,
7720,Elaine ,Erickson,,F,C,10,No,Yes,No,No,WI - Iron - 2016,,,,
6434,Ladd,Erickson,,M,C,19,Yes,Not Sure,No,,ND - Sheridan - 2018,,2014,,
6420,Ladd,Erickson,,M,C,19,Yes,Not Sure,No,,ND - McLean - 2018,,2014,,
7588,Daniel,Erramouspe,,M,C,26,Yes,Not Sure,No,,WY - Sweetwater - 2018,,,,
4800,Ramon,Escapa,,M,H,10,Yes,Yes,No,U,IL - Schuyler - 2016,2013,2012,,
5602,Steven,Eschenbacher,,M,C,26,Yes,Not Sure,No,,MT - Lake - 2018,,2014,,
6933,Omar,Escobar,,M,H,10,Yes,Yes,No,Yes,TX - 229th Judicial District - 2016,,2012,,
7854,Jaime,Escuder,,M,C,10,No,Yes,No,,TX - Pecos - 2016,,,,
7021,Jaime,Escuder,,M,H,10,No,Yes,No,Yes,TX - 83rd Judicial District - 2016,,,,
4872,John,Espar,,M,C,10,Yes,Not Sure,No,,IN - LaPorte - 2018,,2014,,
6939,Jaime,Esparza,,M,H,10,Yes,Yes,No,Yes,TX - 34th Judicial District - 2016,,2012,,
7766,Kenny,Estes,,M,C,26,No,Yes,No,U,KS - Kearny - 2016,,,,
4389,David,Ethridge,,M,C,19,Yes,Not Sure,No,,AR - 14th District - 2018,,2014,,"May is final election for prosecutors in AR, not November"
5713,Dave,Eubanks,,M,C,40,Yes,Not Sure,No,,NE - Scottsbluff - 2018,,2014,,
6958,Brian,Evans,,M,C,26,No,Yes,No,Yes,TX - Freestone - 2016,,,,
6355,Robert,Evans,,M,AA,10,Yes,Not Sure,No,,NC - District 7 - 2018,2009,2014,,
5441,Doug,Evans,,M,C,10,Yes,Not Sure,No,,MS - District 5 - 2019,,2015,,
5221,Gary,Evans,,M,C,10,Yes,Not Sure,No,,LA - 42nd District - 2020,,2014,,
7357,Roy,"Evans, Jr.",,M,C,10,Yes,Not Sure,No,,VA - Smyth - 2019,,2015,,
7230,Dale,Eyre,,M,C,26,Yes,Not Sure,No,,UT - Sevier - 2018,,2014,,
4423,David,Eyster,,M,C,19,Yes,Not Sure,No,,CA - Mendocino - 2018,2010,2014,,
4543,Denise,Fachini,,F,C,26,Yes,No,No,,GA - Cordele - 2018,,2014,,
4416,Keith,Fagundes,,M,H,19,Yes,Not Sure,No,,CA - Kings - 2018,2015,2014,,
5685,Randy,Fair,,M,C,10,Yes,Not Sure,No,,NE - Keith - 2018,2010,2014,,beat Rep incumbent in 2010
4303,Brandon,Falls,,M,C,26,Yes,Yes,No,U,AL - 10th Circuit  - 2016,2008,2010,,http://www.al.com/news/birmingham/index.ssf/2015/11/judicial_and_district_attorney.html
4648,Gary,Farha,,M,C,26,No,Yes,No,Yes,IL - Adams - 2016,,,,
6462,D. Vincent,Faris,,M,C,26,Yes,Yes,No,U,OH - Clermont - 2016,,2012,,
7474,Michael,"Farnsworth, Jr.",,M,Not Sure,26,No,Yes,No,Yes,WV - Ritchie - 2016,,,,
6334,James,Farrell,,M,C,26,Yes,Not Sure,No,,NY - Sullivan - 2017,2010,2013,,
7122,James,Farren,,M,C,26,Yes,Not Sure,No,,TX - Randall - 2018,,2014,,
7224,Jann,Farris,,M,C,19,Yes,Not Sure,No,,UT - Morgan - 2018,,2014,,
4595,Matthew,Faulks,,M,C,26,Yes,Yes,Yes,No,ID - Adams - 2016,2014,,,Previous incumbent disbarred: http://www.boiseweekly.com/CityDesk/archives/2014/03/08/star-news-adams-county-prosecutors-admits-to-charges-during-disbarment-hearing;   incumbent is a firearms trainer http://www.matthewfaulks.net/firearms-training.html
5102,Rebecca,Faurot,,F,C,26,Yes,Yes,No,U,KS - Scott - 2016,2012,2012,,
6330,Joseph,Fazzary,,M,C,26,Yes,Not Sure,No,,NY - Schuyler - 2017,1998,2013,,4yr terms: http://www.schuylercounty.us/DocumentCenter/View/1911
4719,Shawn,Featherstun,,M,C,10,No,Yes,No,U,IL - Jefferson - 2016,,,,
7630,Joel,Feinman,,M,C,10,No,Yes,No,No,AZ - Pima - 2016,,,,
6633,Aaron,Felton,,M,C,19,Yes,Yes,No,,OR - Polk - 2016,,2012,,Oregon nonpartisan DA elections are final in the May primary
7239,David,Fenster,,M,C,26,Yes,Not Sure,No,,VT - Addison - 2018,,2014,,
7165,Kitha Jo'Shae,Fergurson-Worley,,F,C,26,Yes,Yes,Not Sure,U,TX - Terry - 2016,,2012,,
7361,Carl Phillips,Ferguson,,M,C,19,Yes,Not Sure,No,,VA - Suffolk City - 2017,,2013,,
6555,John,Ferrero,,M,C,10,Yes,Yes,No,Yes,OH - Stark - 2016,,2012,,
6498,Laina,Fetherolf,,F,C,10,Yes,No,No,,OH - Hocking - 2016,,2012,,
7697,Kathy,Field,,F,C,26,No,Yes,No,U,AZ - La Paz - 2016,,,,
4769,Dennis,Field,,M,Not Sure,10,No,Yes,No,No,IL - Monroe - 2016,,,,
6576,Mike,Fields,,M,C,26,Yes,Not Sure,No,,OK - District 4 - 2018,,2014,,
7344,Susan O'Prandy,Fierro,,F,C,26,Yes,Not Sure,No,,VA - Prince George - 2019,,2015,,
6398,Amber,Fiesel,,F,C,19,Yes,Not Sure,No,,ND - Burke - 2018,,2014,,
5332,Michael,Findlay,,M,C,19,Yes,Yes,Yes,U,MI - Ontonagon - 2016,2015,,,http://www.yourdailyglobe.com/story/2015/05/04/news/findlay-pollard-sworn-in-to-new-ontonagon-county-posts/4758.html
7529,Kate,Findley,,F,C,10,Yes,Yes,No,U,WI - Lafayette - 2016,,2012,,
6776,Mike,Fink,,M,C,26,Yes,Yes,No,U,SD - McCook - 2016,,2012,,
7223,Patrick,Finlinson,,M,C,26,Yes,Not Sure,No,,UT - Millard - 2018,,2014,,
5344,Deana,Finnegan,,F,C,26,Yes,Yes,No,U,MI - Shiawassee - 2016,2013,2012,,
7246,Paul,Finnerty,,M,C,39,Yes,Not Sure,No,,VT - Lamoille - 2018,,2014,,
6716,Ernest,Finney III,,M,AA,10,Yes,Not Sure,No,,SC - 3rd Circuit - 2018,2011,2014,,
6790,Victor,Fischbach,,M,C,10,Yes,Yes,No,U,SD - Spink - 2016,,2012,,Arrested for DUI: http://www.keloland.com/news/article/news/spink-county-states-attorney-sentenced-in-drunk-driving-case
5401,Michelle Zehender,Fischer,,F,C,19,Yes,Not Sure,No,,MN - Nicollet - 2018,,2014,,
7290,James P.,Fisher,,M,C,26,Yes,Not Sure,No,,VA - Fauquier - 2019,,2015,,
5540,Mark,Fisher,,M,C,10,Yes,Not Sure,No,,MO - Pike - 2018,2007,2014,,
5579,Jed,Fitch,,M,C,19,Yes,Not Sure,No,,MT - Beaverhead - 2018,2010,2014,,
5480,Amy,Fite,,F,C,26,Yes,Not Sure,No,,MO - Christian - 2018,2011,2014,,
7631,Bob,Fitrakis,,M,C,12,No,Yes,No,U,OH - Franklin - 2016,,,,
5278,Victor,Fitz,,M,C,26,Yes,Yes,No,U,MI - Cass - 2016,2003,2012,,Incumbent is PAAM president
7420,Brooke Knight,Fitzgerald,,F,C,26,Yes,Yes,No,U,WV - Doddridge - 2016,,2012,,
7219,Andrew,Fitzgerald,,M,C,19,Yes,Not Sure,No,,UT - Grand - 2018,,2014,,
6771,John,Fitzgerald,,M,C,26,Yes,Yes,No,U,SD - Lawrence - 2016,,2012,,
6315,William,Fitzpatrick,,M,C,26,Yes,Not Sure,No,,NY - Onondaga - 2019,1991,2015,,
6743,Chad,Fjelland,,M,C,26,Yes,Yes,No,U,SD - Clark - 2016,,2012,,
4450,Birgit,Fladager,,F,C,19,Yes,Not Sure,No,,CA - Stanislaus - 2018,2006,2014,,
6623,Patrick J,Flaherty,,M,C,19,No,Yes,No,Runoff,OR - Lake - 2016,,,,"Former DA of Deschutes, lost 2014 election. Runoff in the November 2016 election due to 3 candidate race in the primary. "
6294,Michael,Flaherty,,M,C,10,Yes,Yes,Yes,,NY - Erie - 2016,2016,,,"Michael Flaherty appted 2016, running as incumbent http://wivb.com/2016/01/04/new-district-attorney-i-am-not-frank-sedita/"
6482,James,Flaiz,,M,C,26,Yes,Yes,No,U,OH - Geauga - 2016,,2012,,
6494,Owen Hawker,Flanagan,,M,C,26,No,Yes,No,No,OH - Henry - 2016,,,,
7436,Christy Talbert,Flanigan,,F,C,26,Yes,Yes,No,U,WV - Lewis - 2016,2015,2014,,
6541,Joseph,Flautt,,M,C,26,Yes,Yes,No,U,OH - Perry - 2016,,2012,,
7345,K. Mike,"Fleenor, Jr.",,M,C,10,Yes,Not Sure,No,,VA - Pulaski - 2019,,2015,,
4412,Maggie,Fleming,,F,C,19,Yes,Not Sure,No,,CA - Humboldt - 2018,2015,2014,,
4427,Dean,Flippo,,M,C,19,Yes,Not Sure,No,,CA - Monterey - 2018,,2014,,
7145,Kenneth,Florence ,,M,C,26,Yes,No,No,,TX - 123rd Judicial District - 2016,,2012,,
5766,Richard D.,Flores,,M,H,10,Yes,Yes,No,U,NM - District 4 - 2016,,2012,,
4787,Jim,Flummer,,M,C,26,Yes,Yes,Yes,Yes,IL - Pulaski - 2016,,2012,,https://www.elections.il.gov/CampaignDisclosure/CandidateSearch.aspx?ddlLastNameSearchType=Starts+with&txtLastName=&ddlFirstNameSearchType=Starts+with&txtFirstName=&ddlAddressSearchType=Starts+with&txtAddress=&ddlCitySearchType=Starts+with&txtCity=&ddlState=IL&txtZip=&txtZipThru=&txtCanElectYear=&ddlCanElectType=All+Types&ddlCanOffice=State%27s+Attorney&ddlCanDistrictType=All+Types&txtCanDistrict=&ddlCanParty=All+Parties&chkFairCampYes=False&chkFairCampNo=False&ddlOrderBy=Last+Name+-+A+to+Z
7372,Randy,Flyckt,,M,C,26,Yes,Not Sure,No,,WA - Adams - 2018,,2014,,
6804,Michael,Flynn,,M,C,26,Yes,Not Sure,No,,TN - District 5 - 2022,,2014,,"August is final election for TN District Attorneys, not November"
6296,John,Flynn,,M,Not Sure,10,No,Yes,No,,NY - Erie - 2016,,,,
6673,Matthew,Fogal,,M,C,26,Yes,Not Sure,No,,PA - Franklin - 2019,,2015,,
7216,Stephen,Foote,,M,C,26,Yes,Not Sure,No,,UT - Duchesne - 2018,,2014,,
6602,John,Foote,,M,C,19,Yes,Yes,No,,OR - Clackamas - 2016,,2012,,Oregon nonpartisan DA elections are final in the May primary
5566,Jordan,Force,,F,C,10,Yes,Not Sure,No,,MO - Shelby - 2018,2011,2014,,
6566,David,Fornshell,,M,C,26,Yes,Yes,No,U,OH - Warren - 2016,,2012,,
7747,Robert,Forseth,,M,C,10,No,Yes,No,U,WI - Waupaca - 2016,,,,
6622,Sharon,Forster,,F,Not Sure,19,No,Yes,No,Runoff,OR - Lake - 2016,,,,Runoff in the November 2016 election due to 3 candidates in the primary.
5305,William,Forsyth,,M,C,26,Yes,No,No,,MI - Kent - 2016,1985,2012,,
4546,Brian,Fortner,,M,C,26,Yes,Not Sure,No,,GA - Douglas - 2018,,2014,,
5510,Jo,Fortney,,F,C,26,Yes,Not Sure,No,,MO - Knox - 2018,,2014,,
5624,Benjamin,Fosbud,,M,C,26,Yes,Not Sure,No,,MT - Sheridan - 2018,,2014,,
5417,Karen,Fossum,,F,C,19,Yes,Not Sure,No,,MN - Roseau - 2018,,2014,,
5415,John,Fossum,,M,C,19,Yes,Not Sure,No,,MN - Rice - 2018,,2014,,
5228,Matt,Foster,,M,C,26,Yes,Not Sure,No,,ME - District 7 - 2018,,2014,,
7632,Rodney,Fouracre,,M,C,10,No,Yes,No,U,CO - 15th District - 2016,,,,
6998,Mike,Fouts,,M,C,10,Yes,Yes,No,Yes,TX - 39th Judicial District - 2016,2000,2012,,Running unopposed.
7523,Gerald,Fox,,M,C,10,Yes,Yes,No,U,WI - Jackson - 2016,,2012,,
6675,Marjorie,Fox,,F,C,10,Yes,Not Sure,No,,PA - Greene - 2019,,2015,,
6528,Matthew,Fox,,M,C,26,Yes,Yes,No,U,OH - Mercer - 2016,,2012,,
5539,Brendon,Fox,,M,C,26,Yes,Not Sure,No,,MO - Phelps - 2018,,2014,,
5433,Tim,Fox,,M,C,19,Yes,Not Sure,No,,MN - Wilkin - 2018,,2014,,
4672,Kim,Foxx,,F,AA,10,No,Yes,No,Yes,IL - Cook - 2016,,,,
5040,Mark,Frame,,M,C,10,Yes,Not Sure,No,,KS - Edwards - 2018,1997,2014,,
6381,Garry,Frank,,M,C,26,Yes,Not Sure,No,,NC - District 22B - 2018,,,,
7430,Katie,Franklin,,F,Not Sure,26,No,Yes,No,U,WV - Jackson - 2016,,,,
4562,Herbert,Franklin,,M,C,19,Yes,Yes,No,U,GA - Lookout Mtn - 2016,1997,2012,,
5336,Ronald,Frantz,,M,C,26,Yes,Yes,No,U,MI - Ottawa - 2016,1991,2012,,
