district_id,district_short,state,job_title,population,percent_aa,percent_latino,percent_obama,primary_election_date,general_election_date,next_filing_date,election_result,notes
TX - 173rd Judicial District,Henderson,TX,District Attorney,79290,6.70,12.00,22.10,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - 18th Judicial District,Johnson,TX,District Attorney,157456,3.20,20.00,21.50,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - 196th Judicial District,Hunt,TX,District Attorney,88493,8.40,14.90,23.80,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - 198th Judicial District,198th Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 1st Judicial District,1st Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 216th Judicial District,216th Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 21st Judicial District,21st Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 220nd Judicial District,220nd Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 229th Judicial District,229th Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 22nd Judicial District,Comal,TX,District Attorney,123694,2.30,26.60,22.20,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county46.htm,Filing deadline in December.
TX - 235th Judicial District,Cooke,TX,District Attorney,38761,3.20,17.00,15.70,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - 23rd Judicial District,Matagorda,TX,District Attorney,36519,11.50,40.40,32.80,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - 24th Judicial District,24th Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 253rd Judicial District,Liberty,TX,District Attorney,78117,10.90,20.70,22.90,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - 258th Judicial District,Trinity,TX,District Attorney,14224,9.80,9.20,25.90,2016-03-01,2016-11-08,2015-12-14,,"""district_short"" is the county name"
TX - 259th Judicial District,259th Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 25th Judicial District,Guadalupe,TX,District Attorney,147250,7.90,37.00,31.80,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - 266th Judicial District,Erath,TX,District Attorney,40147,1.70,20.10,15.80,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - 26th Judicial District,Williamson,TX,District Attorney,489250,6.80,2.60,37.90,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - 271st Judicial District,271st Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 278th Judicial District,Grimes,TX,District Attorney,27172,16.50,22.80,27.20,2016-03-01,2016-11-08,2015-12-14,,"""district_short"" is the county name"
TX - 27th Judicial District,Bell,TX,District Attorney,329140,22.70,23.50,41.20,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - 286th Judicial District,286th Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 287th Judicial District,287th Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 293rd Judicial District,293rd Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 29th Judicial District,Palo Pinto,TX,District Attorney,28096,2.50,19.80,19.40,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - 2nd Judicial District,Cherokee,TX,District Attorney,50902,15.00,22.00,24.00,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - 31st Judicial District,31st Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 329th Judicial District,Wharton,TX,District Attorney,41168,14.10,39.70,30.10,2016-03-01,2016-11-08,2015-12-14,,"""district_short"" is the county name"
TX - 32nd Judicial District,32nd Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 33rd Judicial District,33rd Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 344th Judicial District,Chambers,TX,District Attorney,38145,9.00,21.30,18.90,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - 349th Judicial District,Houston,TX,District Attorney,22741,25.80,10.90,27.50,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - 34th Judicial District,34th Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 355th Judicial District,Hood,TX,District Attorney,53921,0.80,11.50,17.10,2016-03-01,2016-11-08,2015-12-14,,"""district_short"" is the county name"
TX - 35th Judicial District,35th Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 369th Judicial District,Leon,TX,District Attorney,16861,7.50,14.20,15.30,,2018-11-06,2018-01-01,,Filing deadline in December.
TX - 36th Judicial District,San Patricio,TX,District Attorney,66915,2.20,56.00,39.10,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county205.htm,"""district_short"" is the county name"
TX - 38th Judicial District,38th Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 39th Judicial District,39th Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 42nd Judicial District,Coleman,TX,District Attorney,8430,2.80,17.70,12.70,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - 43rd Judicial District,Parker,TX,District Attorney,123164,1.70,11.40,16.50,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - 452nd Judicial District,452nd Judicial District,TX,District Attorney,,,,,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county69.htm,Filing deadline in December.
TX - 46th Judicial District,46th Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 47th Judicial District,47th Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 49th Judicial District,49th Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 50th Judicial District,50th Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 51st Judicial District,51st Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 52nd Judicial District,Coryell,TX,District Attorney,75562,17.40,17.90,31.10,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - 53rd Judicial District,Travis,TX,District Attorney,1151145,8.90,33.90,60.10,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - 63rd Judicial District,63rd Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 64th Judicial District,Hale,TX,District Attorney,34720,5.90,58.20,25.30,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - 66th Judicial District,Hill,TX,District Attorney,34848,6.90,20.10,22.80,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - 69th Judicial District,69th Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 70th Judicial District,Ector,TX,District Attorney,153904,4.90,57.50,25.00,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - 76th Judicial District,76th Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 79th Judicial District,79th Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 81st Judicial District,81st Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 83rd Judicial District,83rd Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 84th Judicial District,84th Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 85th Judicial District,Brazos,TX,District Attorney,209152,11.40,24.80,31.20,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - 88th Judicial District,Hardin,TX,District Attorney,55621,5.70,5.60,15.80,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - 8th Judicial District,8th Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 90th Judicial District,90th Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 97th Judicial District,97th Judicial District,TX,District Attorney,,,,,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - 9th Judicial District,Montgomery,TX,District Attorney,518947,4.90,22.50,19.00,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"""district_short"" is the county name"
TX - Anderson,Anderson,TX,District Attorney,57627,21.70,17.00,23.50,,2018-11-06,2018-01-01,http://www.palestineherald.com/news/local_news/allyson-mitchell-wins-county-da-race/article_81fb681b-2e01-55d4-bf40-bdf8b83f69c9.html,Filing deadline in December.
TX - Andrews,Andrews,TX,District Attorney,17477,2.20,54.60,17.70,,,,,
TX - Aransas,Aransas,TX,District Attorney,24972,2.00,26.70,28.00,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist175_county4.htm,
TX - Austin,Austin,TX,District Attorney,29114,9.60,25.90,19.30,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county8.htm,Filing deadline in December.
TX - Bastrop,Bastrop,TX,District Attorney,78069,8.00,35.00,40.30,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county11.htm,Filing deadline in December.
TX - Bexar,Bexar,TX,District Attorney,1855866,8.30,59.30,51.60,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county15.htm,Filing deadline in December.
TX - Bowie,Bowie,TX,District Attorney,93275,24.70,7.30,28.80,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county15.htm,Filing deadline in December.
TX - Brazoria,Brazoria,TX,District Attorney,338124,13.50,29.20,32.20,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county20.htm,Filing deadline in December.
TX - Caldwell,Caldwell,TX,District Attorney,39810,7.00,49.80,43.30,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county20.htm,Filing deadline in December.
TX - Calhoun,Calhoun,TX,District Attorney,21797,3.10,47.90,36.30,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county20.htm,Filing deadline in December.
TX - Callahan,Callahan,TX,County Attorney,13513,1.50,9.40,14.50,2016-03-01,2016-11-08,2015-12-14,,
TX - Cameron,Cameron,TX,County Attorney,420392,0.90,88.70,65.00,2016-03-01,2016-11-08,2015-12-14,,
TX - Cass,Cass,TX,District Attorney,30261,17.10,4.30,24.80,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county34.htm,Filing deadline in December.
TX - Castro,Castro,TX,County Attorney,7781,2.60,62.70,29.70,2016-03-01,2016-11-08,2015-12-14,,
TX - Collin,Collin,TX,District Attorney,885241,9.60,15.10,33.50,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county34.htm,Filing deadline in December.
TX - Colorado,Colorado,TX,County Attorney,20719,13.50,28.30,25.00,2016-03-01,2016-11-08,2015-12-14,http://www.coloradocountycitizen.com/news/article_04e54e4a-6d32-11e1-9461-001871e3ce6c.html,
TX - Crosby,Crosby,TX,County Attorney,5899,4.40,54.00,35.80,2016-03-01,2016-11-08,2015-12-14,,
TX - Dallas,Dallas,TX,District Attorney,2518638,23.10,39.30,57.11,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county57.htm,Filing deadline in December.
TX - Deaf Smith,Deaf Smith,TX,District Attorney,19195,2.00,70.60,28.80,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county59.htm,Filing deadline in December.
TX - Denton,Denton,TX,District Attorney,753363,9.60,19.00,33.40,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county61.htm,Filing deadline in December.
TX - Eastland ,Eastland,TX,District Attorney,18176,2.50,16.00,14.90,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county67.htm,Filing deadline in December.
TX - Ellis,Ellis,TX,County Attorney,159317,9.70,25.10,25.60,2016-03-01,2016-11-08,2015-12-14,,
TX - Falls,Falls,TX,District Attorney,16989,24.80,22.50,37.40,2016-03-01,2016-11-08,2015-12-14,,
TX - Fannin,Fannin,TX,County Attorney,33752,7.00,10.50,23.00,2016-03-01,2016-11-08,2015-12-14,,
TX - Fayette,Fayette,TX,County Attorney,24833,6.90,19.90,21.90,2016-03-01,2016-11-08,2015-12-14,,
TX - Fort Bend,Fort Bend,TX,District Attorney,685345,21.10,24.00,46.10,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county79.htm,Filing deadline in December.
TX - Freestone,Freestone,TX,County Attorney,19762,16.50,14.80,24.40,2016-03-01,2016-11-08,2015-12-14,,
TX - Galveston,Galveston,TX,District Attorney,314198,13.60,23.70,35.90,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county84.htm,Filing deadline in December.
TX - Glasscock,Glasscock,TX,District Attorney,1291,1.70,34.10,7.60,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - Gonzales,Gonzales,TX,County Attorney,20462,7.60,49.40,29.30,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - Grayson,Grayson,TX,District Attorney,123534,6.20,12.60,25.20,2016-03-01,2016-11-08,2015-12-14,,
TX - Gregg,Gregg,TX,District Attorney,123204,20.50,18.00,29.90,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county92.htm,Filing deadline in December.
TX - Harris ,Harris,TX,District Attorney,4441370,19.50,41.80,49.39,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist175_county101.htm,
TX - Harrison ,Harrison,TX,District Attorney,67336,22.50,12.30,32.30,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county102.htm,Filing deadline in December.
TX - Hays,Hays,TX,District Attorney,185025,4.10,37.00,43.30,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county105.htm,Filing deadline in December.
TX - Hidalgo,Hidalgo,TX,District Attorney,831073,0.90,91.20,70.40,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county108.htm,Filing deadline in December.
TX - Jackson,Jackson,TX,District Attorney,14739,7.20,31.40,21.30,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county120.htm,Filing deadline in December.
TX - Jasper,Jasper,TX,District Attorney,35552,16.60,6.60,25.30,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county121.htm,Filing deadline in December.
TX - Jefferson,Jefferson,TX,District Attorney,252235,34.30,18.90,50.40,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county123.htm,Filing deadline in December.
TX - Kaufman,Kaufman,TX,District Attorney,111236,10.70,19.40,27.30,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county123.htm,Filing deadline in December.
TX - Kendall,Kendall,TX,District Attorney,38880,1.10,22.40,17.10,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - Kleberg and Kenedy,Kleberg and Kenedy,TX,District Attorney,32190,4.40,71.70,53.40,2016-03-01,2016-11-08,2015-12-14,,"Kleberg and part of Kenedy are combined into one district, reported as ""Kleberg and Kenedy"""
TX - Lamar,Lamar,TX,District Attorney,49523,13.50,7.50,24.30,2016-03-01,2016-11-08,2015-12-14,,
TX - Lamb,Lamb,TX,District Attorney,13574,5.10,54.00,24.40,2016-03-01,2016-11-08,2015-12-14,,
TX - Lampasas,Lampasas,TX,District Attorney,20156,4.10,18.90,20.50,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - Lavaca,Lavaca,TX,County Attorney,19721,7.00,17.70,17.20,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - Lee,Lee,TX,District Attorney,16742,11.30,22.90,26.20,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - Limestone,Limestone,TX,District Attorney,23524,18.10,20.80,29.20,2016-03-01,2016-11-08,2015-12-14,,
TX - Lubbock,Lubbock,TX,District Attorney,293974,7.80,34.00,28.80,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county152.htm,Filing deadline in December.
TX - Madison,Madison,TX,District Attorney,13861,20.30,22.00,24.00,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county154.htm,Filing deadline in December.
TX - Marion,Marion,TX,County Attorney,19149,22.20,4.10,34.90,2016-03-01,2016-11-08,2015-12-14,,
TX - McLennan,McLennan,TX,District Attorney,243441,15.10,25.20,34.50,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county161.htm,Filing deadline in December.
TX - Milam,Milam,TX,County Attorney,24256,10.00,25.50,32.00,2016-03-01,2016-11-08,2015-12-14,,
TX - Morris,Morris,TX,District Attorney,12743,23.00,9.10,36.20,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - Navarro,Navarro,TX,District Attorney,48195,14.00,25.60,28.30,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county175.htm,Filing deadline in December.
TX - Newton,Newton,TX,District Attorney,14138,20.10,3.60,27.80,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county176.htm,Filing deadline in December.
TX - Ochiltree,Ochiltree,TX,County Attorney,10758,1.00,51.50,8.50,2016-03-01,2016-11-08,2015-12-14,,
TX - Oldham,Oldham,TX,County Attorney,2070,3.60,14.60,8.20,2016-03-01,2016-11-08,2015-12-14,,
TX - Orange,Orange,TX,County Attorney,83433,8.80,6.90,22.30,2016-03-01,2016-11-08,2015-12-14,,
TX - Panola,Panola,TX,District Attorney,23769,16.00,9.10,21.60,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county183.htm,Filing deadline in December.
TX - Pecos,Pecos,TX,District Attorney,15893,4.40,67.60,38.30,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,"Pecos is split into two Judicial Districts, 83rd and 112th."
TX - Polk,Polk,TX,District Attorney,46079,1.00,2.10,25.40,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county183.htm,Filing deadline in December.
TX - Rains,Rains,TX,District Attorney,11032,2.90,8.20,18.60,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - Randall,Randall,TX,District Attorney,128220,3.20,19.50,15.20,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county191.htm,Filing deadline in December.
TX - Red River,Red River,TX,County Attorney,12446,17.40,7.20,29.20,2016-03-01,2016-11-08,2015-12-14,,
TX - Robertson,Robertson,TX,County Attorney,16500,20.60,19.70,38.40,2016-03-01,2016-11-08,2015-12-14,,
TX - Rockwall,Rockwall,TX,District Attorney,87809,6.10,17.00,22.80,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county199.htm,Filing deadline in December.
TX - Rusk,Rusk,TX,County Attorney,53923,17.70,16.10,24.00,2016-03-01,2016-11-08,2015-12-14,,
TX - San Jacinto,San Jacinto,TX,District Attorney,27099,10.30,12.70,25.10,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county199.htm,Filing deadline in December.
TX - Smith,Smith,TX,District Attorney,218842,17.90,18.70,27.00,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county212.htm,Filing deadline in December.
TX - Somervell,Somervell,TX,District Attorney,8694,1.20,19.40,17.30,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - Swisher,Swisher,TX,District Attorney,7581,8.30,42.10,25.50,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - Tarrant,Tarrant,TX,Criminal District Attorney,1945360,16.20,27.80,41.40,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county220.htm,Filing deadline in December. Criminal District Attorney: http://access.tarrantcounty.com/en/criminal-district-attorney/about-us.html?linklocation=Two%20Column%20Button%20List&linkname=About%20the%20Office
TX - Taylor,Taylor,TX,District Attorney,135143,7.80,23.60,22.50,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county221.htm,Filing deadline in December.
TX - Terry,Terry,TX,County Attorney,12739,5.20,53.20,28.60,2016-03-01,2016-11-08,2015-12-14,,
TX - Tom Green,Tom Green,TX,District Attorney,116608,4.60,38.10,25.30,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - Tyler,Tyler,TX,District Attorney,21418,11.50,7.70,21.80,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county229.htm,Filing deadline in December.
TX - Upshur,Upshur,TX,District Attorney,40354,8.50,7.90,19.60,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county230.htm,Filing deadline in December.
TX - Van Zandt,Van Zandt,TX,District Attorney,52910,3.10,1.60,16.10,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county234.htm,Filing deadline in December.
TX - Victoria,Victoria,TX,District Attorney,91081,6.90,45.30,30.50,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county235.htm,Filing deadline in December.
TX - Walker,Walker,TX,District Attorney,69789,23.10,17.80,33.50,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county236.htm,Filing deadline in December.
TX - Waller,Waller,TX,District Attorney,46820,25.60,29.80,41.00,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county237.htm,Filing deadline in December.
TX - Wichita,Wichita,TX,District Attorney,132355,10.90,18.30,25.70,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county243.htm,Filing deadline in December.
TX - Willacy,Willacy,TX,County Attorney,21903,2.70,87.70,71.10,2016-03-01,2016-11-08,2015-12-14,http://elections.sos.state.tx.us/elchist164_state.htm,
TX - Wood,Wood,TX,District Attorney,42852,5.00,9.60,17.40,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county250.htm,Filing deadline in December.
TX - Yoakum,Yoakum,TX,District Attorney,8286,1.60,63.10,19.20,,2018-11-06,2018-01-01,http://elections.sos.state.tx.us/elchist175_county251.htm,Filing deadline in December.
UT - Beaver,Beaver,UT,County Attorney,6461,0.40,10.90,13.50,,2018-11-06,2018-01-01,http://electionresults.utah.gov/elections/county/beaver,
UT - Box Elder,Box Elder,UT,County Attorney,51518,0.50,9.10,10.20,,2018-11-06,2018-01-01,,
UT - Cache,Cache,UT,County Attorney,118343,0.80,10.50,14.80,,2018-11-06,2018-01-01,http://electionresults.utah.gov/elections/county/cache,
UT - Carbon,Carbon,UT,County Attorney,20660,0.80,13.10,30.10,,2018-11-06,2018-01-01,http://electionresults.utah.gov/elections/county/carbon,
UT - Daggett,Daggett,UT,County Attorney,1117,0.40,4.20,18.10,,2018-11-06,2018-01-01, http://www.daggettcounty.org/index.aspx?nid=20,"On 9/1/2013 the firm of Armknecht & Cowdell, P.C. took over as contracted Daggett County attorneys. Niel H. Lund, Esq. is the primary contact for the firm at the Daggett County Courthouse."
UT - Davis,Davis,UT,County Attorney,329692,1.40,9.10,18.10,,2018-11-06,2018-01-01,http://electionresults.utah.gov/elections/county/davis,
UT - Duchesne,Duchesne,UT,County Attorney,20380,0.60,8.10,9.10,,2018-11-06,2018-01-01,http://electionresults.utah.gov/elections/county/duchesne,
UT - Emery,Emery,UT,County Attorney,10631,0.50,6.30,12.80,,2018-11-06,2018-01-01,http://electionresults.utah.gov/elections/county/emery,
UT - Garfield,Garfield,UT,County Attorney,5024,0.50,5.60,14.10,,2018-11-06,2018-01-01,http://electionresults.utah.gov/elections/county/garfield,
UT - Grand,Grand,UT,County Attorney,9429,0.70,10.00,43.70,,2018-11-06,2018-01-01,http://electionresults.utah.gov/elections/county/grand,
UT - Iron,Iron,UT,County Attorney,47269,0.70,8.30,13.10,,2018-11-06,2018-01-01,http://electionresults.utah.gov/elections/county/iron,
UT - Juab,Juab,UT,County Attorney,10486,0.40,4.70,11.40,,2018-11-06,2018-01-01,http://electionresults.utah.gov/elections/county/juab,
UT - Kane,Kane,UT,County Attorney,7254,0.40,4.50,21.90,,2018-11-06,2018-01-01,http://electionresults.utah.gov/elections/county/kane,
UT - Millard,Millard,UT,County Attorney,12606,0.50,12.80,8.60,,2018-11-06,2018-01-01,http://electionresults.utah.gov/elections/county/millard,
