,fips_code,county_name,district,state,notes_x,id,first_name,last_name,image,gender,race,party,is_incumbent,is_running,is_appointed,won_primary,election,first_year_elected,last_year_elected,percent_vote,notes_y,district_id,next_election,_merge,Notes,Missing FIPS,Source 
653,13147,Hart,GA - Northern,GA,,4567,D. Parks,White,,M,C,26,Yes,Yes,No,Yes,GA - Northern - 2016,,2012,,,GA - Northern,2016,both,,,
654,13195,Madison,GA - Northern,GA,,4569,Richard,Campbell,,M,C,26,No,Yes,No,No,GA - Northern - 2016,,,,,GA - Northern,2016,both,,,
655,13195,Madison,GA - Northern,GA,,4568,Samuel,Skelton,,M,Not Sure,26,No,No,No,,GA - Northern - 2016,,,,Skelton under investigation for removing evidence http://www.921wlhr.com/banks-county-ada-under-investigation-by-gbi/; not running http://www.921wlhr.com/banks-county-ada-under-investigation-by-gbi/,GA - Northern,2016,both,,,
656,13195,Madison,GA - Northern,GA,,4567,D. Parks,White,,M,C,26,Yes,Yes,No,Yes,GA - Northern - 2016,,2012,,,GA - Northern,2016,both,,,
657,13221,Oglethorpe,GA - Northern,GA,,4569,Richard,Campbell,,M,C,26,No,Yes,No,No,GA - Northern - 2016,,,,,GA - Northern,2016,both,,,
658,13221,Oglethorpe,GA - Northern,GA,,4568,Samuel,Skelton,,M,Not Sure,26,No,No,No,,GA - Northern - 2016,,,,Skelton under investigation for removing evidence http://www.921wlhr.com/banks-county-ada-under-investigation-by-gbi/; not running http://www.921wlhr.com/banks-county-ada-under-investigation-by-gbi/,GA - Northern,2016,both,,,
659,13221,Oglethorpe,GA - Northern,GA,,4567,D. Parks,White,,M,C,26,Yes,Yes,No,Yes,GA - Northern - 2016,,2012,,,GA - Northern,2016,both,,,
660,13111,Fannin,GA - Appalachian,GA,,4531,B. Alison,Sosebee,,F,C,26,Yes,Yes,No,,GA - Appalachian - 2016,,2012,,,GA - Appalachian,2016,both,,,
661,13123,Gilmer,GA - Appalachian,GA,,4531,B. Alison,Sosebee,,F,C,26,Yes,Yes,No,,GA - Appalachian - 2016,,2012,,,GA - Appalachian,2016,both,,,
662,13227,Pickens,GA - Appalachian,GA,,4531,B. Alison,Sosebee,,F,C,26,Yes,Yes,No,,GA - Appalachian - 2016,,2012,,,GA - Appalachian,2016,both,,,
663,13113,Fayette,GA - Griffin,GA,,4556,Scott,Ballard,,M,C,26,Yes,No,No,,GA - Griffin - 2016,2005,2012,,,GA - Griffin,2016,both,,,
664,13113,Fayette,GA - Griffin,GA,,4558,Ben,Coker,,M,C,26,No,Yes,No,Yes,GA - Griffin - 2016,,,,,GA - Griffin,2016,both,,,
665,13113,Fayette,GA - Griffin,GA,,4559,Rudjard,Hayes,,M,C,26,No,Yes,No,No,GA - Griffin - 2016,,,,,GA - Griffin,2016,both,,,
666,13113,Fayette,GA - Griffin,GA,,4557,Cindy,Manning,,F,C,26,No,Yes,No,No,GA - Griffin - 2016,,,,,GA - Griffin,2016,both,,,
667,13231,Pike,GA - Griffin,GA,,4556,Scott,Ballard,,M,C,26,Yes,No,No,,GA - Griffin - 2016,2005,2012,,,GA - Griffin,2016,both,,,
668,13231,Pike,GA - Griffin,GA,,4558,Ben,Coker,,M,C,26,No,Yes,No,Yes,GA - Griffin - 2016,,,,,GA - Griffin,2016,both,,,
669,13231,Pike,GA - Griffin,GA,,4559,Rudjard,Hayes,,M,C,26,No,Yes,No,No,GA - Griffin - 2016,,,,,GA - Griffin,2016,both,,,
670,13231,Pike,GA - Griffin,GA,,4557,Cindy,Manning,,F,C,26,No,Yes,No,No,GA - Griffin - 2016,,,,,GA - Griffin,2016,both,,,
671,13255,Spalding,GA - Griffin,GA,,4556,Scott,Ballard,,M,C,26,Yes,No,No,,GA - Griffin - 2016,2005,2012,,,GA - Griffin,2016,both,,,
672,13255,Spalding,GA - Griffin,GA,,4558,Ben,Coker,,M,C,26,No,Yes,No,Yes,GA - Griffin - 2016,,,,,GA - Griffin,2016,both,,,
673,13255,Spalding,GA - Griffin,GA,,4559,Rudjard,Hayes,,M,C,26,No,Yes,No,No,GA - Griffin - 2016,,,,,GA - Griffin,2016,both,,,
674,13255,Spalding,GA - Griffin,GA,,4557,Cindy,Manning,,F,C,26,No,Yes,No,No,GA - Griffin - 2016,,,,,GA - Griffin,2016,both,,,
675,13293,Upson,GA - Griffin,GA,,4556,Scott,Ballard,,M,C,26,Yes,No,No,,GA - Griffin - 2016,2005,2012,,,GA - Griffin,2016,both,,,
676,13293,Upson,GA - Griffin,GA,,4558,Ben,Coker,,M,C,26,No,Yes,No,Yes,GA - Griffin - 2016,,,,,GA - Griffin,2016,both,,,
677,13293,Upson,GA - Griffin,GA,,4559,Rudjard,Hayes,,M,C,26,No,Yes,No,No,GA - Griffin - 2016,,,,,GA - Griffin,2016,both,,,
678,13293,Upson,GA - Griffin,GA,,4557,Cindy,Manning,,F,C,26,No,Yes,No,No,GA - Griffin - 2016,,,,,GA - Griffin,2016,both,,,
679,13115,Floyd,GA - Rome,GA,,4577,Leigh,Patterson,,F,C,26,Yes,Yes,No,U,GA - Rome - 2016,2002,2012,,,GA - Rome,2016,both,,,
680,13115,Floyd,GA - Rome,GA,,7800,W. Jeremy,Salter,,M,Not Sure,10,No,Yes,No,U,GA - Rome - 2016,,,,,GA - Rome,2016,both,,,
681,13115,Floyd,GA - Rome,GA,,7789,W. Jeremy,Salter,,M,C,10,No,Yes,No,U,GA - Rome - 2016,,,,,GA - Rome,2016,both,,,
682,13117,Forsyth,GA - Bell-Forsyth,GA,,4534,Penny,Penn,,F,C,26,Yes,Yes,No,U,GA - Bell-Forsyth - 2016,,2012,,,GA - Bell-Forsyth,2016,both,,,
683,13121,Fulton,GA - Fulton,GA,,4555,Paul,Howard,,M,AA,10,Yes,Not Sure,No,,GA - Fulton - 2016,,2012,,,GA - Fulton,2016,both,,,
684,13125,Glascock,GA - Toombs,GA,,7803,Durwood,Davis,,M,C,26,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
685,13125,Glascock,GA - Toombs,GA,,7792,Durwood,Davis,,M,C,26,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
686,13125,Glascock,GA - Toombs,GA,,7802,William,Doupe,,M,C,10,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
687,13125,Glascock,GA - Toombs,GA,,7791,William,Doupe,,M,C,10,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
688,13125,Glascock,GA - Toombs,GA,,4585,Dennis,Sanders,,M,C,10,Yes,No,No,,GA - Toombs - 2016,1984,2012,,,GA - Toombs,2016,both,,,
689,13181,Lincoln,GA - Toombs,GA,,7803,Durwood,Davis,,M,C,26,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
690,13181,Lincoln,GA - Toombs,GA,,7792,Durwood,Davis,,M,C,26,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
691,13181,Lincoln,GA - Toombs,GA,,7802,William,Doupe,,M,C,10,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
692,13181,Lincoln,GA - Toombs,GA,,7791,William,Doupe,,M,C,10,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
693,13181,Lincoln,GA - Toombs,GA,,4585,Dennis,Sanders,,M,C,10,Yes,No,No,,GA - Toombs - 2016,1984,2012,,,GA - Toombs,2016,both,,,
694,13189,McDuffie,GA - Toombs,GA,,7803,Durwood,Davis,,M,C,26,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
695,13189,McDuffie,GA - Toombs,GA,,7792,Durwood,Davis,,M,C,26,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
696,13189,McDuffie,GA - Toombs,GA,,7802,William,Doupe,,M,C,10,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
697,13189,McDuffie,GA - Toombs,GA,,7791,William,Doupe,,M,C,10,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
698,13189,McDuffie,GA - Toombs,GA,,4585,Dennis,Sanders,,M,C,10,Yes,No,No,,GA - Toombs - 2016,1984,2012,,,GA - Toombs,2016,both,,,
699,13265,Taliaferro,GA - Toombs,GA,,7803,Durwood,Davis,,M,C,26,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
700,13265,Taliaferro,GA - Toombs,GA,,7792,Durwood,Davis,,M,C,26,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
701,13265,Taliaferro,GA - Toombs,GA,,7802,William,Doupe,,M,C,10,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
702,13265,Taliaferro,GA - Toombs,GA,,7791,William,Doupe,,M,C,10,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
703,13265,Taliaferro,GA - Toombs,GA,,4585,Dennis,Sanders,,M,C,10,Yes,No,No,,GA - Toombs - 2016,1984,2012,,,GA - Toombs,2016,both,,,
704,13301,Warren,GA - Toombs,GA,,7803,Durwood,Davis,,M,C,26,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
705,13301,Warren,GA - Toombs,GA,,7792,Durwood,Davis,,M,C,26,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
706,13301,Warren,GA - Toombs,GA,,7802,William,Doupe,,M,C,10,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
707,13301,Warren,GA - Toombs,GA,,7791,William,Doupe,,M,C,10,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
708,13301,Warren,GA - Toombs,GA,,4585,Dennis,Sanders,,M,C,10,Yes,No,No,,GA - Toombs - 2016,1984,2012,,,GA - Toombs,2016,both,,,
709,13317,Wilkes,GA - Toombs,GA,,7803,Durwood,Davis,,M,C,26,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
710,13317,Wilkes,GA - Toombs,GA,,7792,Durwood,Davis,,M,C,26,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
711,13317,Wilkes,GA - Toombs,GA,,7802,William,Doupe,,M,C,10,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
712,13317,Wilkes,GA - Toombs,GA,,7791,William,Doupe,,M,C,10,No,Yes,No,,GA - Toombs - 2016,,,,,GA - Toombs,2016,both,,,
713,13317,Wilkes,GA - Toombs,GA,,4585,Dennis,Sanders,,M,C,10,Yes,No,No,,GA - Toombs - 2016,1984,2012,,,GA - Toombs,2016,both,,,
714,13135,Gwinnett,GA - Gwinnett,GA,,4560,Daniel,Porter,,M,C,26,Yes,Yes,No,U,GA - Gwinnett - 2016,1993,2012,,,GA - Gwinnett,2016,both,,,
715,13137,Habersham,GA - Mountain,GA,,7799,George,Christian,,M,C,26,No,Yes,No,Yes,GA - Mountain - 2016,,,,,GA - Mountain,2016,both,,,
716,13137,Habersham,GA - Mountain,GA,,7788,George,Christian,,M,C,26,No,Yes,No,Yes,GA - Mountain - 2016,,,,,GA - Mountain,2016,both,,,
717,13137,Habersham,GA - Mountain,GA,,4565,Brian,Rickman,,M,C,26,Yes,No,No,,GA - Mountain - 2016,2008,2012,,,GA - Mountain,2016,both,,,
718,13137,Habersham,GA - Mountain,GA,,7798,Bruce,Russell,,M,C,26,No,Yes,No,No,GA - Mountain - 2016,,,,,GA - Mountain,2016,both,,,
719,13137,Habersham,GA - Mountain,GA,,7787,Bruce,Russell,,M,C,26,No,Yes,No,No,GA - Mountain - 2016,,,,,GA - Mountain,2016,both,,,
720,13241,Rabun,GA - Mountain,GA,,7799,George,Christian,,M,C,26,No,Yes,No,Yes,GA - Mountain - 2016,,,,,GA - Mountain,2016,both,,,
721,13241,Rabun,GA - Mountain,GA,,7788,George,Christian,,M,C,26,No,Yes,No,Yes,GA - Mountain - 2016,,,,,GA - Mountain,2016,both,,,
722,13241,Rabun,GA - Mountain,GA,,4565,Brian,Rickman,,M,C,26,Yes,No,No,,GA - Mountain - 2016,2008,2012,,,GA - Mountain,2016,both,,,
723,13241,Rabun,GA - Mountain,GA,,7798,Bruce,Russell,,M,C,26,No,Yes,No,No,GA - Mountain - 2016,,,,,GA - Mountain,2016,both,,,
724,13241,Rabun,GA - Mountain,GA,,7787,Bruce,Russell,,M,C,26,No,Yes,No,No,GA - Mountain - 2016,,,,,GA - Mountain,2016,both,,,
725,13257,Stephens,GA - Mountain,GA,,7799,George,Christian,,M,C,26,No,Yes,No,Yes,GA - Mountain - 2016,,,,,GA - Mountain,2016,both,,,
726,13257,Stephens,GA - Mountain,GA,,7788,George,Christian,,M,C,26,No,Yes,No,Yes,GA - Mountain - 2016,,,,,GA - Mountain,2016,both,,,
727,13257,Stephens,GA - Mountain,GA,,4565,Brian,Rickman,,M,C,26,Yes,No,No,,GA - Mountain - 2016,2008,2012,,,GA - Mountain,2016,both,,,
728,13257,Stephens,GA - Mountain,GA,,7798,Bruce,Russell,,M,C,26,No,Yes,No,No,GA - Mountain - 2016,,,,,GA - Mountain,2016,both,,,
729,13257,Stephens,GA - Mountain,GA,,7787,Bruce,Russell,,M,C,26,No,Yes,No,No,GA - Mountain - 2016,,,,,GA - Mountain,2016,both,,,
730,13143,Haralson,GA - Tallapoosa,GA,,4583,Jack,Browning,,M,C,26,Yes,Yes,No,U,GA - Tallapoosa - 2016,,2012,,,GA - Tallapoosa,2016,both,,,
731,13233,Polk,GA - Tallapoosa,GA,,4583,Jack,Browning,,M,C,26,Yes,Yes,No,U,GA - Tallapoosa - 2016,,2012,,,GA - Tallapoosa,2016,both,,,
732,13145,Harris,GA - Chattahoochee,GA,,4537,Julia Fessenden,Slater,,F,C,10,Yes,Yes,No,U,GA - Chattahoochee - 2016,,2012,,,GA - Chattahoochee,2016,both,,,
733,13197,Marion,GA - Chattahoochee,GA,,4537,Julia Fessenden,Slater,,F,C,10,Yes,Yes,No,U,GA - Chattahoochee - 2016,,2012,,,GA - Chattahoochee,2016,both,,,
734,13215,Muscogee,GA - Chattahoochee,GA,,4537,Julia Fessenden,Slater,,F,C,10,Yes,Yes,No,U,GA - Chattahoochee - 2016,,2012,,,GA - Chattahoochee,2016,both,,,
735,13263,Talbot,GA - Chattahoochee,GA,,4537,Julia Fessenden,Slater,,F,C,10,Yes,Yes,No,U,GA - Chattahoochee - 2016,,2012,,,GA - Chattahoochee,2016,both,,,
736,13269,Taylor,GA - Chattahoochee,GA,,4537,Julia Fessenden,Slater,,F,C,10,Yes,Yes,No,U,GA - Chattahoochee - 2016,,2012,,,GA - Chattahoochee,2016,both,,,
737,13151,Henry,GA - Flint,GA,,4551,Matt,McCord,,M,C,26,No,Yes,No,Yes,GA - Flint - 2016,,,,interesting analysis of the election http://mcdonoughgalawyer.com/blog/2775031/Democrats-Have-Edge-in-Open-Race-for-District-Attorney/1493340; Darius Pattillo running http://www.henryherald.com/news/pattillo-to-try-again-for-henry-county-district-attorney-seat/article_fce6c9b4-8d48-5fcc-891a-daddc368ff79.html?utm_medium=social&utm_source=facebook&utm_campaign=user-share,GA - Flint,2016,both,,,
738,13151,Henry,GA - Flint,GA,,4553,Darius,Pattillo,,M,AA,10,No,Yes,No,Yes,GA - Flint - 2016,,,,interesting analysis of the election http://mcdonoughgalawyer.com/blog/2775031/Democrats-Have-Edge-in-Open-Race-for-District-Attorney/1493340; Darius Pattillo running http://www.henryherald.com/news/pattillo-to-try-again-for-henry-county-district-attorney-seat/article_fce6c9b4-8d48-5fcc-891a-daddc368ff79.html?utm_medium=social&utm_source=facebook&utm_campaign=user-share,GA - Flint,2016,both,,,
739,13151,Henry,GA - Flint,GA,,4552,Sandra,Rivers,,F,C,26,No,Yes,No,No,GA - Flint - 2016,,,,interesting analysis of the election http://mcdonoughgalawyer.com/blog/2775031/Democrats-Have-Edge-in-Open-Race-for-District-Attorney/1493340; Darius Pattillo running http://www.henryherald.com/news/pattillo-to-try-again-for-henry-county-district-attorney-seat/article_fce6c9b4-8d48-5fcc-891a-daddc368ff79.html?utm_medium=social&utm_source=facebook&utm_campaign=user-share,GA - Flint,2016,both,,,
740,13151,Henry,GA - Flint,GA,,4554,Holly,Veal,,F,AA,10,No,Yes,No,No,GA - Flint - 2016,,,,interesting analysis of the election http://mcdonoughgalawyer.com/blog/2775031/Democrats-Have-Edge-in-Open-Race-for-District-Attorney/1493340; Darius Pattillo running http://www.henryherald.com/news/pattillo-to-try-again-for-henry-county-district-attorney-seat/article_fce6c9b4-8d48-5fcc-891a-daddc368ff79.html?utm_medium=social&utm_source=facebook&utm_campaign=user-share,GA - Flint,2016,both,,,
741,13151,Henry,GA - Flint,GA,,4550,Jim,Wright,,M,C,26,Yes,No,No,,GA - Flint - 2016,,2012,,,GA - Flint,2016,both,,,
742,13153,Houston,GA - Houston,GA,,4561,George,Hartwig,,M,C,26,Yes,Yes,No,U,GA - Houston - 2016,,2012,,,GA - Houston,2016,both,,,
743,13155,Irwin,GA - Tifton,GA,,4584,C. Paul,Bowden,,M,C,26,Yes,Yes,No,U,GA - Tifton - 2016,,2012,,,GA - Tifton,2016,both,,,
744,13277,Tift,GA - Tifton,GA,,4584,C. Paul,Bowden,,M,C,26,Yes,Yes,No,U,GA - Tifton - 2016,,2012,,,GA - Tifton,2016,both,,,
745,13287,Turner,GA - Tifton,GA,,4584,C. Paul,Bowden,,M,C,26,Yes,Yes,No,U,GA - Tifton - 2016,,2012,,,GA - Tifton,2016,both,,,
746,13321,Worth,GA - Tifton,GA,,4584,C. Paul,Bowden,,M,C,26,Yes,Yes,No,U,GA - Tifton - 2016,,2012,,,GA - Tifton,2016,both,,,
747,13167,Johnson,GA - Dublin,GA,,4547,Craig,Fraser,,M,C,10,Yes,Yes,No,U,GA - Dublin - 2016,,2012,,,GA - Dublin,2016,both,,,
748,13175,Laurens,GA - Dublin,GA,,4547,Craig,Fraser,,M,C,10,Yes,Yes,No,U,GA - Dublin - 2016,,2012,,,GA - Dublin,2016,both,,,
749,13283,Treutlen,GA - Dublin,GA,,4547,Craig,Fraser,,M,C,10,Yes,Yes,No,U,GA - Dublin - 2016,,2012,,,GA - Dublin,2016,both,,,
750,13289,Twiggs,GA - Dublin,GA,,4547,Craig,Fraser,,M,C,10,Yes,Yes,No,U,GA - Dublin - 2016,,2012,,,GA - Dublin,2016,both,,,
751,13177,Lee,GA - Southwestern,GA,,4580,Plez,Hardin,,M,C,26,Yes,Yes,No,U,GA - Southwestern - 2016,2009,2012,,,GA - Southwestern,2016,both,,,
752,13193,Macon,GA - Southwestern,GA,,4580,Plez,Hardin,,M,C,26,Yes,Yes,No,U,GA - Southwestern - 2016,2009,2012,,,GA - Southwestern,2016,both,,,
753,13249,Schley,GA - Southwestern,GA,,4580,Plez,Hardin,,M,C,26,Yes,Yes,No,U,GA - Southwestern - 2016,2009,2012,,,GA - Southwestern,2016,both,,,
754,13259,Stewart,GA - Southwestern,GA,,4580,Plez,Hardin,,M,C,26,Yes,Yes,No,U,GA - Southwestern - 2016,2009,2012,,,GA - Southwestern,2016,both,,,
755,13261,Sumter,GA - Southwestern,GA,,4580,Plez,Hardin,,M,C,26,Yes,Yes,No,U,GA - Southwestern - 2016,2009,2012,,,GA - Southwestern,2016,both,,,
756,13307,Webster,GA - Southwestern,GA,,4580,Plez,Hardin,,M,C,26,Yes,Yes,No,U,GA - Southwestern - 2016,2009,2012,,,GA - Southwestern,2016,both,,,
757,13187,Lumpkin,GA - Enotah,GA,,4549,Jeff,Langley,,M,C,26,Yes,Not Sure,No,,GA - Enotah - 2018,2010,2014,,,GA - Enotah,2018,both,,,
758,13281,Towns,GA - Enotah,GA,,4549,Jeff,Langley,,M,C,26,Yes,Not Sure,No,,GA - Enotah - 2018,2010,2014,,,GA - Enotah,2018,both,,,
759,13291,Union,GA - Enotah,GA,,4549,Jeff,Langley,,M,C,26,Yes,Not Sure,No,,GA - Enotah - 2018,2010,2014,,,GA - Enotah,2018,both,,,
760,13311,White,GA - Enotah,GA,,4549,Jeff,Langley,,M,C,26,Yes,Not Sure,No,,GA - Enotah - 2018,2010,2014,,,GA - Enotah,2018,both,,,
761,13213,Murray,GA - Conasauga,GA,,4542,Bert,Poston,,M,C,26,Yes,Yes,No,U,GA - Conasauga - 2016,2012,2012,,,GA - Conasauga,2016,both,,,
762,13313,Whitfield,GA - Conasauga,GA,,4542,Bert,Poston,,M,C,26,Yes,Yes,No,U,GA - Conasauga - 2016,2012,2012,,,GA - Conasauga,2016,both,,,
763,13217,Newton,GA - Alcovy,GA,,4530,Layla,Zon,,F,C,26,Yes,Yes,No,,GA - Alcovy - 2016,2010,2012,,,GA - Alcovy,2016,both,,,
764,13297,Walton,GA - Alcovy,GA,,4530,Layla,Zon,,F,C,26,Yes,Yes,No,,GA - Alcovy - 2016,2010,2012,,,GA - Alcovy,2016,both,,,
765,13219,Oconee,GA - Western,GA,,4590,Kenneth,Mauldin,,M,C,10,Yes,Yes,No,U,GA - Western - 2016,,2012,,,GA - Western,2016,both,,,
766,13223,Paulding,GA - Paulding,GA,,4574,Dick,Donovan,,M,C,26,Yes,Not Sure,No,,GA - Paulding - 2018,2011,2014,,,GA - Paulding,2018,both,,,
767,13247,Rockdale,GA - Rockdale,GA,,4576,Richard,Read,,M,C,26,Yes,Not Sure,No,,GA - Rockdale - 2018,1998,2014,,http://www.rockdalecitizen.com/news/rockdale-district-attorney-richard-read-takes-oath-of-office/article_66518c68-f054-5149-b99f-bfe162c6c82d.html,GA - Rockdale,2018,both,,,
768,15001,Hawaii,HI - Hawaii,HI,,7701,Michael,Kagami,,M,A,19,No,Yes,No,,HI - Hawaii - 2016,,,,,HI - Hawaii,2016,both,,,
769,15001,Hawaii,HI - Hawaii,HI,,4591,Mitch,Roth,,M,C,19,Yes,Not Sure,No,,HI - Hawaii - 2016,2012,2012,,,HI - Hawaii,2016,both,,,
770,15003,Honolulu,HI - Honolulu,HI,,4592,Keith,Kaneshiro,,M,A,19,Yes,Yes,No,,HI - Honolulu - 2016,2012,2012,,,HI - Honolulu,2016,both,,,
771,15003,Honolulu,HI - Honolulu,HI,,7702,Anosh,Yaqoob,,M,C,19,No,Yes,No,,HI - Honolulu - 2016,,,,,HI - Honolulu,2016,both,,,
772,15007,Kauai,HI - Kauai,HI,,7703,Lisa,Arin,,F,C,19,No,Yes,No,,HI - Kauai - 2016,,,,,HI - Kauai,2016,both,,,
773,15007,Kauai,HI - Kauai,HI,,4593,Justin,Kollar,,M,C,19,Yes,Yes,No,,HI - Kauai - 2016,,,,,HI - Kauai,2016,both,,,
774,16001,Ada,ID - Ada,ID,,4594,Jan,Bennetts,,F,C,26,Yes,Yes,Yes,Yes,ID - Ada - 2016,2014,,,,ID - Ada,2016,both,,,
775,16003,Adams,ID - Adams,ID,,4595,Matthew,Faulks,,M,C,26,Yes,Yes,Yes,No,ID - Adams - 2016,2014,,,Previous incumbent disbarred: http://www.boiseweekly.com/CityDesk/archives/2014/03/08/star-news-adams-county-prosecutors-admits-to-charges-during-disbarment-hearing;   incumbent is a firearms trainer http://www.matthewfaulks.net/firearms-training.html,ID - Adams,2016,both,,,
776,16003,Adams,ID - Adams,ID,,7668,Sean P.,Smith,,M,Not Sure,26,No,Yes,No,Yes,ID - Adams - 2016,,,,,ID - Adams,2016,both,,,
777,16005,Bannock,ID - Bannock,ID,,4596,Stephen,Herzog,,M,C,10,Yes,Not Sure,No,,ID - Bannock - 2016,2012,2012,,charged cop with assault http://sputniknews.com/us/20150730/1025198131.html,ID - Bannock,2016,both,,,
778,16007,Bear Lake,ID - Bear Lake,ID,,7653,John H.,Olson,,M,C,26,No,Yes,No,Yes,ID - Bear Lake - 2016,,,,,ID - Bear Lake,2016,both,,,
779,16007,Bear Lake,ID - Bear Lake,ID,,4597,Steven,Wuthrich,,M,C,26,Yes,Yes,No,No,ID - Bear Lake - 2016,,2012,,,ID - Bear Lake,2016,both,,,
780,16009,Benewah,ID - Benewah,ID,,4598,Doug,Payne,,M,C,19,No,No,No,,ID - Benewah - 2016,,2012,,,ID - Benewah,2016,both,,,
781,16009,Benewah,ID - Benewah,ID,,7677,Brian,Thie,,M,C,26,Yes,Yes,Yes,Yes,ID - Benewah - 2016,,,,,ID - Benewah,2016,both,,,
782,16011,Bingham,ID - Bingham,ID,,4599,Cleve,Colson,,M,C,26,Yes,Yes,No,,ID - Bingham - 2016,2012,2012,,,ID - Bingham,2016,both,,,
783,16013,Blaine,ID - Blaine,ID,,4600,Jim,Thomas,,M,C,10,Yes,Yes,No,,ID - Blaine - 2016,2000,2012,,,ID - Blaine,2016,both,,,
784,16015,Boise,ID - Boise,ID,,4601,Jolene,Mahoney,,F,C,26,Yes,Yes,Yes,,ID - Boise - 2016,2015,,,Recovered alcoholic before appointment http://www.idahostatesman.com/news/local/crime/article40865745.html,ID - Boise,2016,both,,,
785,16017,Bonner,ID - Bonner,ID,,4602,Louis,Marshall,,M,C,26,Yes,Yes,No,,ID - Bonner - 2016,2009,2012,,,ID - Bonner,2016,both,,,
786,16019,Bonneville,ID - Bonneville,ID,,4603,Daniel,Clark,,M,C,26,Yes,Yes,Yes,,ID - Bonneville - 2016,2014,,,,ID - Bonneville,2016,both,,,
787,16021,Boundary,ID - Boundary,ID,,4604,Jack,Douglas,,M,C,26,Yes,Yes,No,,ID - Boundary - 2016,,2012,,,ID - Boundary,2016,both,,,
788,16023,Butte,ID - Butte,ID,,4605,Steven,Stephens,,M,C,26,Yes,Yes,No,,ID - Butte - 2016,,2012,,,ID - Butte,2016,both,,,
789,16025,Camas,ID - Camas,ID,,4606,Matthew,Pember,,M,C,26,Yes,No,Yes,,ID - Camas - 2016,,,,"County Clerk said there hasn't been an elected official in ""some time""- they are usually contracted ",ID - Camas,2016,both,,,
790,16027,Canyon,ID - Canyon,ID,,4607,Bryan,Taylor,,M,C,26,Yes,Yes,No,,ID - Canyon - 2016,,2012,,,ID - Canyon,2016,both,,,
791,16029,Caribou,ID - Caribou,ID,,4608,S. Douglas,Wood,,M,C,26,Yes,Yes,No,,ID - Caribou - 2016,,2012,,,ID - Caribou,2016,both,,,
792,16031,Cassia,ID - Cassia,ID,,4609,Doug,Abenroth,,M,C,26,Yes,Yes,Yes,,ID - Cassia - 2016,2014,,,,ID - Cassia,2016,both,,,
793,16033,Clark,ID - Clark,ID,,4610,Kent,Gauchay,,M,C,26,Yes,No,Yes,,ID - Clark - 2016,2012,2012,,This is an elected position but no one has filed to run. http://webcache.googleusercontent.com/search?q=cache:bL69sfmegqoJ:www.postregister.com/articles/news-daily-email-todays-headlines/2016/03/14/county-filing-deadline-ends+&cd=5&hl=en&ct=clnk&gl=us,ID - Clark,2016,both,,,
794,16035,Clearwater,ID - Clearwater,ID,,4611,E. Clayne,Tyler,,M,C,26,Yes,Yes,No,,ID - Clearwater - 2016,,2012,,,ID - Clearwater,2016,both,,,
795,16037,Custer,ID - Custer,ID,,7651,Lisa M.,O'Brien,,F,C,26,No,Yes,No,Yes,ID - Custer - 2016,,,,,ID - Custer,2016,both,,,
796,16037,Custer,ID - Custer,ID,,4612,Val,Siegel,,M,C,19,Yes,No,No,,ID - Custer - 2016,,2012,,,ID - Custer,2016,both,,,
797,16039,Elmore,ID - Elmore,ID,,4614,Mike,Crawford,,M,C,10,No,Yes,No,No,ID - Elmore - 2016,,,,,ID - Elmore,2016,both,,,
798,16039,Elmore,ID - Elmore,ID,,4615,Daniel,Page,,M,C,26,No,Yes,No,Yes,ID - Elmore - 2016,,,,,ID - Elmore,2016,both,,,
