State,Electoral.District,Office.Name,Official.Name,Sex,Race,Data.Version
IL,Douglas County,State's Attorney,Kevin Nolan,Male,White,summer_14
IL,DuPage County,State's Attorney,Robert Berlin,Unknown,Unknown,summer_14
IL,Edwards County,State's Attorney,Michael Valentin Jr.,Unknown,Unknown,summer_14
IL,Effingham County,State's Attorney,Brian Kibler,Male,White,summer_14
IL,Fayette County,State's Attorney,Joshua C. Morrison,Male,White,summer_14
IL,Ford County,State's Attorney,Matthew Fitton,Male,White,summer_14
IL,Franklin County,State's Attorney,Tom Dinn,Male,White,summer_14
IL,Fulton County,State's Attorney,John Clark,Male,White,summer_14
IL,Greene County,State's Attorney,Matthew Goetten,Male,White,summer_14
IL,Grundy County,State's Attorney,Jason Helland,Male,White,summer_14
IL,Hamilton County,State's Attorney,Justin Hood,Male,White,summer_14
IL,Hancock County,State's Attorney,James Drozdz,Male,White,summer_14
IL,Henry County,State's Attorney,Terry Patton,Male,White,summer_14
IL,IL,Attorney General,Lisa Madigan,Female,White,summer_14
IL,Iroquois County,State's Attorney,James Devine,Male,White,summer_14
IL,Jackson County,State's Attorney,Michael Carr,Male,White,summer_14
IL,Jasper County,State's Attorney,Kevin Parker,Male,White,summer_14
IL,Jefferson County,State's Attorney,Douglas Hoffman,Male,White,summer_14
IL,Jo Daviess County,State's Attorney,John Hay,Male,White,summer_14
IL,Johnson County,State's Attorney,Tricia Shelton,Female,White,summer_14
IL,Kane County,State's Attorney,Joseph H. McMahon,Male,White,summer_14
IL,Kendall County,State's Attorney,Eric Weis,Male,White,summer_14
IL,Knox County,State's Attorney,John Permeyer,Male,White,summer_14
IL,Lake County,State's Attorney,Michael Nerheim,Male,White,summer_14
IL,LaSalle County,State's Attorney,Brian Towne,Male,White,summer_14
IL,Lawrence County,State's Attorney,Lisa Wade,Female,White,summer_14
IL,Lee County,State's Attorney,Anna Sacco-Miller,Unknown,Unknown,summer_14
IL,Livingston County,State's Attorney,Seth Uphoff,Male,White,summer_14
IL,Logan County,State's Attorney,Jonathan C. Wright,Male,White,summer_14
IL,Macon County,State's Attorney,Jack Ahola,Male,White,summer_14
IL,Macoupin County,State's Attorney,Jennifer A. Watson,Female,White,summer_14
IL,Marion County,State's Attorney,Matthew Wilzbach,Male,White,summer_14
IL,Marshall County,State's Attorney,Paul Bauer,Male,White,summer_14
IL,Mason County,State's Attorney,Roger B. Thomson,Male,White,summer_14
IL,Massac County,State's Attorney,Patrick Windhorst,Male,White,summer_14
IL,McDonough County,State's Attorney,James Hoyle,Male,White,summer_14
IL,McHenry County,State's Attorney,Louis Bianchi,Male,White,summer_14
IL,McLean County,State's Attorney,Jason Chambers,Male,White,summer_14
IL,Menard County,State's Attorney,VACANT,Male,White,summer_14
IL,Mercer County,State's Attorney,Gregory McHugh,Male,White,summer_14
IL,Monroe County,State's Attorney,Kris Reitz,Male,White,summer_14
IL,Montgomery County,State's Attorney,Chris Matoush,Unknown,Unknown,summer_14
IL,Morgan County,State's Attorney,Chris Reif,Male,White,summer_14
IL,Moultrie County,State's Attorney,Marvin Hanson,Male,White,summer_14
IL,Ogle County,State's Attorney,Michael C. Rock,Male,White,summer_14
IL,Peoria County,State's Attorney,Jerry Brady,Male,White,summer_14
IL,Perry County,State's Attorney,David Stanton,Male,White,summer_14
IL,Piatt County,State's Attorney,Dana Rhoades,Female,White,summer_14
IL,Pike County,State's Attorney,Carroe B. Boyd,Female,White,summer_14
IL,Pope County,State's Attorney,Janet Proctor,Female,White,summer_14
IL,Pulaski County,State's Attorney,Donna McCann,Unknown,Unknown,summer_14
IL,Putnam County,State's Attorney,James Mack,Male,White,summer_14
IL,Randolph County,State's Attorney,Jereny Walker,Male,White,summer_14
IL,Richland County,State's Attorney,David Hyde,Male,White,summer_14
IL,Rock Island County,State's Attorney,John L. McGehee,Male,White,summer_14
IL,Saline County,State's Attorney,Mike Henshaw,Male,White,summer_14
IL,Sangamon County,State's Attorney,John Milhiser,Unknown,Unknown,summer_14
IL,Schuyler County,State's Attorney,Ramon M. Escapa,Male,Hispanic or Latino,summer_14
IL,Shelby County,State's Attorney,Gina Vonderheide,Female,White,summer_14
IL,St. Clair County,State's Attorney,Brendan Kelly,Male,White,summer_14
IL,Stark County,State's Attorney,James Owens,Male,White,summer_14
IL,Stephenson County,State's Attorney,John Vogt,Male,White,summer_14
IL,Tazewell County,State's Attorney,Stewart Umholtz,Male,White,summer_14
IL,Union County,State's Attorney,Tyler Edmonds,Male,White,summer_14
IL,Wabash County,State's Attorney,Cassandra Goldman,Female,White,summer_14
IL,Warren County,State's Attorney,Albert Algren,Male,White,summer_14
IL,Washington County,State's Attorney,Julie Kozuszek,Unknown,Unknown,summer_14
IL,White County,State's Attorney,T. Scott Webb,Male,White,summer_14
IL,Whiteside County,State's Attorney,Trish Joyce,Female,White,summer_14
IL,Will County,State's Attorney,James Glasgow,Male,White,summer_14
IL,Williamson County,State's Attorney,Charles Garnati,Male,White,summer_14
IL,Winnebago County,State's Attorney,Joseph Bruscato,Male,White,summer_14
IN,Adams County,Prosecuting Attorney,Christopher Harvey,Male,White,summer_14
IN,Allen County,Prosecuting Attorney,Karen Richards,Female,White,summer_14
IN,Bartholomew County,Prosecuting Attorney,William Nash,Male,White,summer_14
IN,Benton County,Prosecuting Attorney,John C. Wright,Male,White,summer_14
IN,Blackford County,Prosecuting Attorney,Kevin Basey,Male,White,summer_14
IN,Boone County,Prosecuting Attorney,Todd Meyer,Male,White,summer_14
IN,Brown County,Prosecuting Attorney,James Oliver,Male,White,summer_14
IN,Carroll County,Prosecuting Attorney,Robert (Rob) T. Ives,Male,White,summer_14
IN,Cass County,Prosecuting Attorney,Kevin Enyeart,Male,White,summer_14
IN,Clark County,Prosecuting Attorney,Steven Stewart,Male,White,summer_14
IN,Clay County,Prosecuting Attorney,B. Lee Reberger,Male,White,summer_14
IN,Clinton County,Prosecuting Attorney,Anthony Sommer,Male,White,summer_14
IN,Crawford County,Prosecuting Attorney,Cheryl Hillenburg,Female,White,summer_14
IN,Daviess County,Prosecuting Attorney,Daniel S. Murrie,Male,White,summer_14
IN,Dearborn County,Prosecuting Attorney,Aaron Negangard,Unknown,Unknown,summer_14
IN,Decatur County,Prosecuting Attorney,James B. Rosenberry,Male,White,summer_14
IN,Dekalb County,Prosecuting Attorney,ClaraMary Winebrenner,Female,White,summer_14
IN,Delaware County,Prosecuting Attorney,Jeff Arnold,Male,White,summer_14
IN,Dubois County,Prosecuting Attorney,Kevin Crouse,Male,White,summer_14
IN,Elkhart County,Prosecuting Attorney,"Curtis Hill, Jr.",Male,Black or African American,summer_14
IN,Fayette County,Prosecuting Attorney,Kenneth Faw,Male,White,summer_14
IN,Floyd County,Prosecuting Attorney,Keith Henderson,Male,White,summer_14
IN,Fountain County,Prosecuting Attorney,Teryl Martin,Male,White,summer_14
IN,Franklin County,Prosecuting Attorney,Melvin Wilhelm,Male,White,summer_14
IN,Fulton County,Prosecuting Attorney,Richard Brown,Male,White,summer_14
IN,Gibson County,Prosecuting Attorney,Robert Krieg,Male,White,summer_14
IN,Grant County,Prosecuting Attorney,"James Luttrull, Jr.",Male,White,summer_14
IN,Greene County,Prosecuting Attorney,Jarrod Holtsclaw,Male,White,summer_14
IN,Hamilton County,Prosecuting Attorney,D. Lee Buckingham,Male,White,summer_14
IN,Hancock County,Prosecuting Attorney,Michael Griffin,Unknown,Unknown,summer_14
IN,Harrison County,Prosecuting Attorney,J. Otto Schalk,Unknown,Unknown,summer_14
IN,Hendricks County,Prosecuting Attorney,Patricia Baldwin,Female,White,summer_14
IN,Henry County,Prosecuting Attorney,Joseph J Bergacs,Unknown,Unknown,summer_14
IN,Howard County,Prosecuting Attorney,Mark McCann,Male,White,summer_14
IN,Huntington County,Prosecuting Attorney,Amy Richison,Female,White,summer_14
IN,IN,Attorney General,Greg Zoeller,Male,Black or African American,summer_14
IN,Jackson County,Prosecuting Attorney,AmyMarie Travis,Female,White,summer_14
IN,Jasper County,Prosecuting Attorney,Kathryn O'Neall,Female,White,summer_14
IN,Jay County,Prosecuting Attorney,Wesley A Schemenaur,Male,White,summer_14
IN,Jefferson County,Prosecuting Attorney,Chad Lewis,Male,White,summer_14
IN,Jennings County,Prosecuting Attorney,Alan Marshall,Male,White,summer_14
IN,Johnson County,Prosecuting Attorney,Bradley Cooper (Brad),Male,White,summer_14
IN,Knox County,Prosecuting Attorney,John Sievers,Male,White,summer_14
IN,Kosciusko County,Prosecuting Attorney,Daniel H. Hampton,Male,White,summer_14
IN,Lagrange County,Prosecuting Attorney,Jeffrey Wible,Male,White,summer_14
IN,Lake County,Prosecuting Attorney,Bernard A. Carter,Male,Black or African American,summer_14
IN,LaPorte County,Prosecuting Attorney,Robert Szilagyi,Male,White,summer_14
IN,Lawrence County,Prosecuting Attorney,Michelle Woodward,Female,White,summer_14
IN,Madison County,Prosecuting Attorney,Rodney Cummings,Male,White,summer_14
IN,Marion County,Prosecuting Attorney,Terry Curry,Male,White,summer_14
IN,Marshall County,Prosecuting Attorney,David Holmes,Male,White,summer_14
IN,Martin County,Prosecuting Attorney,C. Michael Steiner,Male,White,summer_14
IN,Miami County,Prosecuting Attorney,Bruce C. Embrey,Male,White,summer_14
IN,Monroe County,Prosecuting Attorney,Chris Gaal,Male,White,summer_14
IN,Montgomery County,Prosecuting Attorney,Joseph Buser,Male,White,summer_14
IN,Morgan County,Prosecuting Attorney,Steven Sonnega,Unknown,Unknown,summer_14
IN,Newton County,Prosecuting Attorney,Jeffrey D. Drinski,Male,White,summer_14
IN,Noble County,Prosecuting Attorney,Steven Clouse,Male,White,summer_14
IN,Orange County,Prosecuting Attorney,Kelly Minton,Male,White,summer_14
IN,Owen County,Prosecuting Attorney,"Donald R. VanDerMoere, II",Male,White,summer_14
IN,Parke County,Prosecuting Attorney,Steve Cvengros,Male,White,summer_14
IN,Perry County,Prosecuting Attorney,S. Rod Acchiardo,Male,White,summer_14
IN,Pike County,Prosecuting Attorney,Darrin McDonald,Male,White,summer_14
IN,Porter County,Prosecuting Attorney,Brian Gensel,Male,White,summer_14
IN,Posey County,Prosecuting Attorney,Travis Clowers,Male,White,summer_14
IN,Pulaski County,Prosecuting Attorney,Stacy Mrak,Female,White,summer_14
IN,Putnam County,Prosecuting Attorney,Timothy Bookwalter,Male,White,summer_14
IN,Randolph County,Prosecuting Attorney,David Daly,Male,White,summer_14
IN,Ripley County,Prosecuting Attorney,Richard Hertel,Male,White,summer_14
IN,Rush County,Prosecuting Attorney,Phillip Caviness,Male,White,summer_14
IN,Scott County,Prosecuting Attorney,Jason Mount,Male,White,summer_14
IN,Shelby County,Prosecuting Attorney,Kent Apsley,Male,White,summer_14
IN,Spencer County,Prosecuting Attorney,Kelly Corne,Female,White,summer_14
IN,St Joseph County,Prosecuting Attorney,Michael Dvorak,Male,White,summer_14
IN,Starke County,Prosecuting Attorney,Nicholas A Bourff,Male,White,summer_14
IN,Steuben County,Prosecuting Attorney,Mike Hess,Male,White,summer_14
IN,Sullivan County,Prosecuting Attorney,"Robert E. Hunley, II",Male,White,summer_14
IN,Switzerland County,Prosecuting Attorney,Monica Hensley,Female,White,summer_14
IN,Tippecanoe County,Prosecuting Attorney,Pat Harrington,Male,White,summer_14
IN,Tipton County,Prosecuting Attorney,Jay Rich,Male,White,summer_14
IN,Union County,Prosecuting Attorney,Ronald Jordan,Male,White,summer_14
IN,Vanderburgh County,Prosecuting Attorney,Nicholas Hermann,Male,White,summer_14
IN,Vermillion County,Prosecuting Attorney,Bruce Aukerman,Unknown,Unknown,summer_14
IN,Vigo County,Prosecuting Attorney,Terry R. Modesitt,Male,White,summer_14
IN,Wabash County,Prosecuting Attorney,"William Hartley, Jr.",Male,White,summer_14
IN,Warren County,Prosecuting Attorney,John Larson,Male,White,summer_14
IN,Warrick County,Prosecuting Attorney,Joann Krantz,Female,White,summer_14
IN,Washington County,Prosecuting Attorney,Dustin Houchin,Male,White,summer_14
IN,Wayne County,Prosecuting Attorney,Mike Shipman,Male,White,summer_14
IN,Wells County,Prosecuting Attorney,Michael Lautzenheiser,Male,White,summer_14
IN,White County,Prosecuting Attorney,Robert J. Guy,Male,White,summer_14
IN,Whitley County,Prosecuting Attorney,Matthew Rentschler,Male,White,summer_14
KS,Allen County,County Attorney,Wade Bowie II,Male,White,summer_14
KS,Anderson County,County Attorney,Brandon Jones,Male,White,summer_14
KS,Atchison County,County Attorney,Jerry Kuckelman,Male,White,summer_14
KS,Barber County,County Attorney,Richard N. Raleigh,Male,White,summer_14
KS,Barton County,County Attorney,Douglas Matthews,Male,White,summer_14
KS,Bourbon County,County Attorney,Terri L. Johnson,Female,White,summer_14
KS,Brown County,County Attorney,Kevin Hill,Male,White,summer_14
KS,Butler County,County Attorney,Darrin C. Devinney,Male,White,summer_14
KS,Chase County,County Attorney,William T. North,Male,White,summer_14
KS,Chautauqua County,County Attorney,Larry Markle,Unknown,Unknown,summer_14
KS,Cherokee County,County Attorney,Nathan Coleman,Male,White,summer_14
KS,Cheyenne County,County Attorney,Karan Thadani,Unknown,Unknown,summer_14
KS,Clark County,County Attorney,Gerald Woolwine,Male,White,summer_14
KS,Clay County,County Attorney,Richard E. James,Male,White,summer_14
KS,Cloud County,County Attorney,Robert A. Walsh,Male,White,summer_14
KS,Coffey County,County Attorney,Douglas Witteman,Male,White,summer_14
KS,Comanche County,County Attorney,James H. (Skip) Herd,Male,White,summer_14
KS,Cowley County,County Attorney,Chris Smith,Male,White,summer_14
KS,Crawford County,County Attorney,"Michael Gayoso, Jr.",Male,Hispanic or Latino,summer_14
KS,Decatur County,County Attorney,Steven W. Hirsch,Male,White,summer_14
KS,Dickinson County,County Attorney,Daryl Hawkins,Male,White,summer_14
KS,Doniphan County,County Attorney,Charles Baskins,Male,White,summer_14
KS,Douglas County,District Attorney,Charles Branson,Male,White,summer_14
KS,Edwards County,County Attorney,Mark Frame,Male,White,summer_14
KS,Ellis County,County Attorney,Tom Drees,Male,White,summer_14
KS,Ellsworth County,County Attorney,Joe Shepack,Unknown,Unknown,summer_14
KS,Finney County,County Attorney,Susan Richmeier,Female,White,summer_14
KS,Ford County,County Attorney,Natalie Randall,Female,White,summer_14
KS,Franklin County,County Attorney,Stephen A. Hunting,Male,White,summer_14
KS,Geary County,County Attorney,Steven L. Opat,Male,White,summer_14
KS,Gove County,County Attorney,Mark F. Schmeidler,Male,White,summer_14
KS,Graham County,County Attorney,Tony A. Potter,Male,White,summer_14
KS,Grant County,County Attorney,Jessica Akers,Female,White,summer_14
KS,Gray County,County Attorney,Curtis E. Campbell,Male,White,summer_14
KS,Greeley County,County Attorney,Charles F. Moser,male,white,summer_14
KS,Greenwood County,County Attorney,Joe E. Lee,Male,White,summer_14
KS,Hamilton County,County Attorney,Rob Gale,Male,White,summer_14
KS,Harper County,County Attorney,Janis I. Knox,Female,White,summer_14
KS,Harvey County,County Attorney,David E. Yoder,Male,White,summer_14
KS,Haskell County,County Attorney,Lynn Koehn,Male,White,summer_14
KS,Hodgeman County,County Attorney,Craig Crosswhite,Male,White,summer_14
KS,Jackson County,County Attorney,Shawna Miller,Female,White,summer_14
KS,Jefferson County,County Attorney,Jason Belveal,Male,White,summer_14
KS,Jewell County,County Attorney,Darrell E. Miller,Male,White,summer_14
KS,Johnson County,District Attorney,Stephen M. Howe,Male,White,summer_14
KS,Kearny County,County Attorney,Lori L. Jensen,Female,White,summer_14
KS,Kingman County,County Attorney,Matthew W. Ricke,Male,White,summer_14
KS,Kiowa County,County Attorney,J. Scott James,Unknown,Unknown,summer_14
KS,KS,Attorney General,Derek Schmidt,Male,White,summer_14
KS,Labette County,County Attorney,Hillary McKinney,Female,White,summer_14
KS,Lane County,County Attorney,Dale E. Pike,Male,White,summer_14
KS,Leavenworth County,County Attorney,Todd Thompson,Male,White,summer_14
KS,Lincoln County,County Attorney,Jennifer O'Hare,Female,White,summer_14
KS,Linn County,County Attorney,John Sutherland,Male,White,summer_14
KS,Logan County,County Attorney,Margaret Mahoney,Female,White,summer_14
KS,Lyon County,County Attorney,John Marcus Goodman,Male,White,summer_14
KS,Marion County,County Attorney,Susan C. Robson,Female,White,summer_14
KS,Marshall County,County Attorney,Laura Johnson-McNish,Unknown,Unknown,summer_14
KS,McPherson County,County Attorney,David A. Page,Male,White,summer_14
KS,Miami County,County Attorney,Elizabeth Sweeney-Reeder,Unknown,Unknown,summer_14
KS,Mitchell County,County Attorney,Mark Noah,Male,White,summer_14
KS,Morris County,County Attorney,Laura E. Allen,Female,White,summer_14
KS,Morton County,County Attorney,Eric Witcher,Male,White,summer_14
KS,Nemaha County,County Attorney,Brad M. Lippert,Male,White,summer_14
KS,Neosho County,County Attorney,Linus Thuston,Male,White,summer_14
KS,Ness County,County Attorney,Craig S. Crosswhite,Male,White,summer_14
KS,Norton County,County Attorney,R. Douglas Sebelius,Female,White,summer_14
KS,Osborne County,County Attorney,Paul Gregory,Male,White,summer_14
KS,Ottawa County,County Attorney,Jason C. Parks,Male,White,summer_14
KS,Pawnee County,County Attorney,John M. Settle,Male,White,summer_14
KS,Phillips County,County Attorney,Melissa Schoen,female,white,summer_14
KS,Pottawatomie County,County Attorney,Sherri Schuck,Female,White,summer_14
KS,Pratt County,County Attorney,Kenneth Van Blaricum,Male,White,summer_14
KS,Rawlins County,County Attorney,Jared Holste,Male,White,summer_14
KS,Reno County,District Attorney,Keith Schroeder,Male,White,summer_14
KS,Republic County,County Attorney,Marlea James,Female,White,summer_14
KS,Rice County,County Attorney,Scott E. McPherson,Male,White,summer_14
KS,Riley County,County Attorney,Barry Wilkerson,Male,White,summer_14
KS,Rooks County,County Attorney,Edward C. Hageman,Male,White,summer_14
KS,Rush County,County Attorney,Tony Rues,Male,White,summer_14
KS,Russell County,County Attorney,Daniel W. Krug,Male,White,summer_14
KS,Saline County,County Attorney,Ellen Mitchell,Female,Black or African American,summer_14
KS,Scott County,County Attorney,Rebecca J. Faurot,Female,White,summer_14
KS,Sedgwick County,District Attorney,Marc Bennett,Male,White,summer_14
KS,Seward County,County Attorney,Don Scott,Male,White,summer_14
KS,Shawnee County,District Attorney,Chadwick J. Taylor,Male,White,summer_14
KS,Sheridan County,County Attorney,Michael H. Haas,Male,White,summer_14
KS,Sherman County,County Attorney,Brock Abbey,Male,White,summer_14
KS,Smith County,County Attorney,Tabitha Owen,Female,White,summer_14
KS,Stanton County,County Attorney,David C. Black,Male,White,summer_14
KS,Stevens County,County Attorney,Paul Kitzke,Male,White,summer_14
KS,Sumner County,County Attorney,Kerwin Spencer,Male,White,summer_14
KS,Thomas County,County Attorney,Kevin Berens,Male,white,summer_14
KS,Wabaunsee County,County Attorney,"Norbert C. Marek, Jr.",Male,White,summer_14
KS,Wallace County,County Attorney,Charles Moser,Male,White,summer_14
KS,Washington County,County Attorney,Elizabeth Baskerville Hiltgen,Female,White,summer_14
KS,Wichita County,County Attorney,Laura Lewis,Female,white,summer_14
KS,Wilson County,County Attorney,Jill Chard,Female,White,summer_14
KS,Woodson County,County Attorney,Zelda Schlotterbeck,Female,White,summer_14
KS,Wyandotte County,District Attorney,Jerome Gorman,Male,White,summer_14
KY,10th Judicial Circuit,Commonwealth's Attorney,Terry Geoghegan,Male,White,summer_14
KY,11th Judicial Circuit,Commonwealth's Attorney,Shelly Miller,Female,White,summer_14
KY,12th Judicial Circuit,Commonwealth's Attorney,Courtney Baxter,Female,White,summer_14
KY,13th Judicial Circuit,Commonwealth's Attorney,Tom Lockridge,Male,White,summer_14
KY,14th Judicial Circuit,Commonwealth's Attorney,Gordie Shaw,Male,White,summer_14
KY,15th Judicial Circuit,Commonwealth's Attorney,Jim Crawford,Male,White,summer_14
KY,16th Judicial Circuit,Commonwealth's Attorney,Rob Sanders,Male,White,summer_14
KY,17th Judicial Circuit,Commonwealth's Attorney,Michelle Snodgrass,Unknown,Unknown,summer_14
KY,18th Judicial Circuit,Commonwealth's Attorney,E. Douglas Miller,Male,White,summer_14
KY,19th Judicial Circuit,Commonwealth's Attorney,Kelly Clarke,Female,White,summer_14
KY,1st Judicial Circuit,Commonwealth's Attorney,Mike Stacy,Male,White,summer_14
KY,20th Judicial Circuit,Commonwealth's Attorney,Mel Leonhart,Male,White,summer_14
KY,21st Judicial Circuit,Commonwealth's Attorney,Ronnie Goldy,Unknown,Unknown,summer_14
KY,22nd Judicial Circuit,Commonwealth's Attorney,Ray Larson,Male,White,summer_14
KY,23rd Judicial Circuit,Commonwealth's Attorney,Heather Combs,Female,White,summer_14
KY,24th Judicial Circuit,Commonwealth's Attorney,Anna Melvin,Female,White,summer_14
KY,25th Judicial Circuit,Commonwealth's Attorney,David Smith,Unknown,Unknown,summer_14
KY,26th Judicial Circuit,Commonwealth's Attorney,Parker Boggs,Unknown,Unknown,summer_14
KY,27th Judicial Circuit,Commonwealth's Attorney,Jackie Steele,Male,White,summer_14
KY,28th Judicial Circuit,Commonwealth's Attorney,Eddy Montgomery,Male,White,summer_14
KY,29th Judicial Circuit,Commonwealth's Attorney,Gail Williams,Male,White,summer_14
KY,2nd Judicial Circuit,Commonwealth's Attorney,Daniel Boaz,Male,White,summer_14
KY,30th Judicial Circuit,Commonwealth's Attorney,Tom Wine,Male,White,summer_14
KY,31st Judicial Circuit,Commonwealth's Attorney,Brent Turner,Male,White,summer_14
KY,32nd Judicial Circuit,Commonwealth's Attorney,David Justice,Male,White,summer_14
KY,33rd Judicial Circuit,Commonwealth's Attorney,John Hansen,Male,White,summer_14
KY,34th Judicial Circuit,Commonwealth's Attorney,Allen Trimble,Male,White,summer_14
KY,35th Judicial Circuit,Commonwealth's Attorney,Rick Bartley,Male,White,summer_14
KY,36th Judicial Circuit,Commonwealth's Attorney,Graham Martin,Unknown,Unknown,summer_14
KY,37th Judicial Circuit,Commonwealth's Attorney,Brandon Ison,Unknown,Unknown,summer_14
KY,38th Judicial Circuit,Commonwealth's Attorney,Tim Coleman,Male,White,summer_14
KY,39th Judicial Circuit,Commonwealth's Attorney,Darrell Herald,Male,White,summer_14
KY,3rd Judicial Circuit,Commonwealth's Attorney,Lynn Pryor,Female,White,summer_14
KY,40th Judicial Circuit,Commonwealth's Attorney,Jesse Stockton,Male,White,summer_14
KY,41st Judicial Circuit,Commonwealth's Attorney,Gary Gregory,Male,White,summer_14
KY,42nd Judicial Circuit,Commonwealth's Attorney,Mark Blankenship,Unknown,Unknown,summer_14
KY,43rd Judicial Circuit,Commonwealth's Attorney,John Gardner,Male,White,summer_14
KY,44th Judicial Circuit,Commonwealth's Attorney,Karen Blondell,Female,White,summer_14
KY,45th Judicial Circuit,Commonwealth's Attorney,Ralph Vick,Male,White,summer_14
KY,46th Judicial Circuit,Commonwealth's Attorney,David M. Williams,Male,White,summer_14
KY,47th Judicial Circuit,Commonwealth's Attorney,Edison Banks,Unknown,Unknown,summer_14
KY,48th Judicial Circuit,Commonwealth's Attorney,Larry Cleveland,Male,White,summer_14
KY,49th Judicial Circuit,Commonwealth's Attorney,Clint Willis,Male,White,summer_14
KY,4th Judicial Circuit,Commonwealth's Attorney,Kathryn Senter,Female,Black or African American,summer_14
KY,50th Judicial Circuit,Commonwealth's Attorney,Richie Bottoms,Male,White,summer_14
KY,51st Judicial Circuit,Commonwealth's Attorney,Bill Markwell,Male,White,summer_14
KY,52nd Judicial Circuit,Commonwealth's Attorney,David Hargrove,Male,White,summer_14
KY,53rd Judicial Circuit,Commonwealth's Attorney,Laura Donnell,Female,White,summer_14
KY,54th Judicial Circuit,Commonwealth's Attorney,Linda Smith,Female,White,summer_14
KY,55th Judicial Circuit,Commonwealth's Attorney,Mike Mann,Male,White,summer_14
KY,56th Judicial Circuit,Commonwealth's Attorney,G. L. Ovey,Male,White,summer_14
KY,57th Judicial Circuit,Commonwealth's Attorney,Matthew Leveridge,Male,White,summer_14
KY,5th Judicial Circuit,Commonwealth's Attorney,Zac Greenwell,Male,White,summer_14
KY,6th Judicial Circuit,Commonwealth's Attorney,Bruce Kuegel,Unknown,Unknown,summer_14
KY,7th Judicial Circuit,Commonwealth's Attorney,Gail Guiling,Unknown,Unknown,summer_14
KY,8th Judicial Circuit,Commonwealth's Attorney,Chris Cohron,Male,White,summer_14
KY,9th Judicial Circuit,Commonwealth's Attorney,Shane Young,Unknown,Unknown,summer_14
KY,Adair County,Attorney,Jennifer Hutchison-Corbin,Unknown,Unknown,summer_14
KY,Allen County,Attorney,William Hagenbuch,Male,White,summer_14
KY,Anderson County,Attorney,Bobbi Jo Lewis,Female,White,summer_14
KY,Ballard County,Attorney,Vicky Hayden,Female,White,summer_14
KY,Barren County,Attorney,Jeffrey Sharp,Male,White,summer_14
KY,Bath County,Attorney,Leslie Smith,Female,White,summer_14
KY,Boone County,Attorney,Robert Neace,Male,White,summer_14
KY,Bourbon County,Attorney,Dorothy Mastin,Female,White,summer_14
KY,Boyd County,Attorney,C. Phillip Hedrick,Male,White,summer_14
KY,Boyle County,Attorney,Richard Campbell,Male,White,summer_14
KY,Bracken County,Attorney,Michael Clark,Male,White,summer_14
KY,Breathitt County,Attorney,Brendon Miller,Male,White,summer_14
KY,Breckinridge County,Attorney,Bradley Butler,Male,White,summer_14
KY,Bullitt County,Attorney,Monica Meredith Robinson,Female,White,summer_14
KY,Butler County,Attorney,Richard Deye,Male,White,summer_14
KY,Caldwell County,Attorney,James Miller,Male,White,summer_14
KY,Calloway County,Attorney,David Harrington,Male,White,summer_14
KY,Campbell County,Attorney,Steve Franzen,Male,White,summer_14
KY,Carlisle County,Attorney,Michael Hogancamp,Male,White,summer_14
KY,Carroll County,Attorney,Nick Marsh,Male,White,summer_14
KY,Carter County,Attorney,Patrick Flannery,Male,White,summer_14
KY,Casey County,Attorney,Thomas Weddle,Male,White,summer_14
KY,Christian County,Attorney,J. Michael Foster,Male,White,summer_14
KY,Clark County,Attorney,Brian Thomas,Male,White,summer_14
KY,Clay County,Attorney,Clay Bishop,Male,White,summer_14
KY,Clinton County,Attorney,Michael Rains,Male,White,summer_14
KY,Crittenden County,Attorney,Rebecca Johnson,Female,White,summer_14
KY,Cumberland County,Attorney,Angie Capps,Female,White,summer_14
KY,Daviess County,Attorney,Claude Porter,Male,White,summer_14
KY,Edmonson County,Attorney,Greg Vincent,Male,White,summer_14
KY,Elliott County,Attorney,John Lewis,Male,White,summer_14
KY,Estill County,Attorney,Rodney Davis,Male,White,summer_14
KY,Fayette County,Attorney,Larry Roberts,Male,White,summer_14
KY,Fleming County,Attorney,John Price,Male,White,summer_14
KY,Floyd County,Attorney,Keith Bartley,Male,White,summer_14
KY,Franklin County,Attorney,Jim Boyd,Male,White,summer_14
KY,Fulton County,Attorney,Richard Major,Male,White,summer_14
KY,Gallatin County,Attorney,John Wright,Male,White,summer_14
KY,Garrard County,Attorney,Mark Meltcalf,Male,white,summer_14
KY,Grant County,Attorney,Joe Taylor,Male,White,summer_14
KY,Graves County,Attorney,John Cunningham,Male,White,summer_14
KY,Grayson County,Attorney,Clay Ratley,Unknown,Unknown,summer_14
KY,Green County,Attorney,Russ Goff,Male,White,summer_14
KY,Greenup County,Attorney,Mike Wilson,Male,White,summer_14
KY,Hancock County,Attorney,Paul Madden Jr.,Male,White,summer_14
KY,Hardin County,Attorney,Jenny Pitts,Female,White,summer_14
KY,Harlan County,Attorney,Fred Busroe,Unknown,Unknown,summer_14
KY,Harrison County,Attorney,Bradley Vaughn,Male,White,summer_14
KY,Hart County,Attorney,Mike Nichols,Male,White,summer_14
KY,Henderson County,Attorney,Steve Gold,Male,White,summer_14
KY,Henry County,Attorney,Virginia Harrod Flowers,Female,White,summer_14
KY,Hickman County,Attorney,Sue Morris,Female,White,summer_14
KY,Hopkins County,Attorney,Todd P'Pool,Male,White,summer_14
KY,Jackson County,Attorney,George Hays,Male,White,summer_14
